Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony
11986,Pune,Karve Nagar,350,10290,0.36,Flat,1 BK,1,No
11987,Pune,Handewadi,325,3690,0.12,Flat,1 BK,1,Yes
11988,Pune,Karve Nagar,320,7810,0.25,Flat,1 BK,1,Yes
11989,Pune,Kesnand,750,4000,0.3,Independent House,2 BHK,2,No
11990,Pune,Katraj,756,7280,0.55,Independent House,5 BHK,2,No
11991,Pune,Ambegaon Pathar,550,1640,0.09,Independent House,1 BK,2,Yes
11992,Pune,Handewadi,756,7280,0.55,Villa,5 BHK,2,Yes
11993,Pune,Manjari Budruk,1000,9000,0.9,Independent House,3 BHK,3,No
11994,Pune,Shivane,270,4440,0.12,Flat,1 BK,1,No
11995,Pune,Kondhwa,425,5880,0.25,Independent House,3 BHK,2,No
11996,Pune,Kondhwa,880,2270,0.2,Independent House,2 BHK,3,No
11997,Pune,Hadapsar,1680,3100,0.52,Independent House,6 BHK,3,Yes
11998,Pune,Ambegaon Pathar,514,3700,0.19,Flat,1 BHK,2,Yes
11999,Pune,Wanwadi,2600,10580,2.75,Independent House,4 BHK,4,Yes
12000,Pune,Vishrantwadi,2400,5420,1.3,Flat,3 BHK,4,Yes
12001,Pune,Ganesh Peth,1200,708000,84.96,Independent House,2 BHK,3,No
12002,Pune,Rajgurunagar,550,2730,0.15,Flat,1 BHK,2,Yes
12003,Pune,Mundhwa,1000,8000,0.8,Independent House,1 BHK,3,No
12004,Pune,Kharadi,483,4970,0.24,Flat,1 BK,2,No
12005,Pune,Mundhwa,715,10490,0.75,Independent House,3 BHK,2,No
12006,Pune,Talegaon Dabhade,230,6300,0.14,Flat,1 BK,1,No
12007,Pune,Baramati,920,3800,0.35,Flat,2 BHK,3,Yes
12008,Pune,New Sangvi,427,5150,0.22,Flat,1 BHK,2,No
12009,Pune,New Sangvi,656,3810,0.25,Flat,1 BHK,2,Yes
12010,Pune,Kharadi,624,8170,0.51,Flat,1 BK,2,Yes
12011,Pune,Loni Kalbhor,804,2240,0.18,Flat,2 BHK,3,No
12012,Pune,Loni Kalbhor,804,2240,0.18,Flat,2 BHK,3,No
12013,Pune,Chakan,1500,5330,0.8,Flat,3 BHK,3,No
12014,Pune,Bhosari,150,13330,0.2,Independent House,1 BHK,1,Yes
12015,Pune,Bhosari,500,4000,0.2,Independent House,2 BHK,2,Yes
12016,Pune,Old Sangvi,700,6140,0.43,Flat,2 BHK,2,Yes
12017,Pune,Warje Malwadi,350,4000,0.14,Flat,1 BK,1,No
12018,Pune,Ganesh Peth,1100,5450,0.6,Flat,3 BHK,3,Yes
12019,Pune,Uruli Devachi,881,3970,0.35,Flat,2 BHK,3,Yes
12020,Pune,Shikrapur,538,3530,0.19,Flat,1 BHK,2,Yes
12021,Pune,Warje Malwadi,400,3750,0.15,Flat,1 BK,2,No
12022,Pune,Warje Malwadi,400,3750,0.15,Flat,1 BK,2,Yes
12023,Pune,Dhankawadi,375,4530,0.17,Flat,1 BK,1,No
12024,Pune,Ambegaon,581,3610,0.21,Flat,1 BHK,2,No
12025,Pune,Anand Nagar,324,6480,0.21,Flat,1 BK,1,No
12026,Pune,Chakan,900,3110,0.28,Independent House,2 BHK,3,No
12027,Pune,Vadgaon Budruk,1500,6670,1,Independent House,2 BHK,3,No
12028,Pune,Old Sangvi,400,5000,0.2,Flat,1 BK,2,Yes
12029,Pune,Akurdi,408,6620,0.27,Flat,1 BK,2,No
12030,Pune,Sanaswadi,630,3170,0.2,Flat,1 BHK,2,No
12031,Pune,Bopkhel,980,5100,0.5,Flat,2 BHK,3,No
12032,Pune,Shirgaon,550,6730,0.37,Flat,1 BHK,2,No
12033,Pune,Kondhwa,300,6670,0.2,Independent House,1 BHK,1,Yes
12034,Pune,Wanowrie,2000,5750,1.15,Independent House,5 BHK,5,Yes
12035,Pune,Koregaon Park,800,12500,1,Flat,1 BHK,5,No
12036,Pune,Old Sangvi,850,7060,0.6,Flat,1 BHK,3,No
12037,Pune,Range Hill Estate,900,10550,0.95,Independent House,2 BHK,3,Yes
12038,Pune,Range Hill Estate,500,12000,0.6,Independent House,1 BHK,2,Yes
12039,Pune,Range Hill Estate,1200,10000,1.2,Independent House,3.5 BHK,3,No
12040,Pune,Dattavadi,2200,15910,3.5,Independent House,5 BHK,4,Yes
12041,Pune,Katraj,150,4330,0.06,Independent House,1 BK,1,No
12042,Pune,New Sangvi,880,2500,0.22,Flat,1 BHK,3,Yes
12043,Pune,Ambegaon Budruk,250,4000,0.1,Flat,1 BK,1,Yes
12044,Pune,New Sangvi,860,2560,0.22,Flat,1 BHK,3,No
12045,Pune,Kondhwa,1250,3600,0.45,Independent House,2 BHK,3,No
12046,Pune,Dhayari,250,6000,0.15,Flat,1 BK,1,No
12047,Pune,Khadki,650,6150,0.4,Flat,2 BHK,2,No
12048,Pune,Dighi,1100,5450,0.6,Independent House,2 BHK,3,No
12049,Pune,Uruli Kanchan,425,4240,0.18,Flat,1 BHK,2,Yes
12050,Pune,Vishrantwadi,2000,7500,1.5,Villa,2 BHK,3,Yes
12051,Pune,Baramati,1050,3290,0.35,Flat,2 BHK,3,Yes
12052,Pune,Jambhe,1000,10800,1.08,Flat,2 BHK,3,No
12053,Pune,Vadgaon,586,4270,0.25,Flat,1 BHK,2,No
12054,Pune,Sanaswadi,411,3650,0.15,Flat,1 BHK,2,Yes
12055,Pune,Ambegaon,565,4420,0.25,Flat,1 BHK,2,No
12056,Pune,Bibwewadi,2300,13040,3,Independent House,4 BHK,4,Yes
12057,Pune,Jambhulwadi,595,2860,0.17,Flat,1 BHK,2,Yes
12058,Pune,Kothrud,500,17580,0.88,Independent House,2 BHK,2,Yes
12059,Pune,Vadgaon,642,3120,0.2,Flat,1 BHK,2,Yes
12060,Pune,Koregaon Park,480,2810,0.13,Flat,1 BHK,2,No
12061,Pune,Rasta Peth,1100,6180,0.68,Flat,2 BHK,3,No
12062,Pune,Koregaon Bhima,660,3180,0.21,Flat,2 BHK,2,Yes
12063,Pune,Sadashiv Peth,345,15940,0.55,Flat,1 BK,1,Yes
12064,Pune,Vadgaon Budruk,550,3270,0.18,Independent House,1 BHK,2,No
12065,Pune,Jambhulwadi,565,4420,0.25,Flat,1 BHK,2,Yes
12066,Pune,Karve Nagar,2010,22000,4.42,Independent House,6 BHK,4,Yes
12067,Pune,Moshi,480,4690,0.23,Flat,1 BK,2,No
12068,Pune,Chinchwad,1400,7140,1,Independent House,3 BHK,3,Yes
12069,Pune,Dhankawadi,2625,4190,1.1,Independent House,6 BHK,4,Yes
12070,Pune,Alandi,4000,3130,1.25,Independent House,9 BHK,2,Yes
12071,Pune,Hadapsar,840,3560,0.3,Independent House,1 BHK,3,No
12072,Pune,Talegaon Dabhade,225,6000,0.14,Flat,1 BK,1,No
12073,Pune,Talegaon Dhamdhere,550,5640,0.31,Independent House,3 BHK,2,Yes
12074,Pune,Ranjangaon,437,4580,0.2,Flat,1 BHK,2,Yes
12075,Pune,Pirangut,6994,6430,4.5,Villa,4 BHK,1,Yes
12076,Pune,Pimple Gurav,1000,1800,0.18,Flat,1 BK,3,No
12077,Pune,Old Sangvi,750,5600,0.42,Independent House,1 BHK,2,Yes
12078,Pune,Kondhwa,900,2220,0.2,Independent House,2 BHK,3,No
12079,Pune,Dhanori,1000,1900,0.19,Independent House,3 BK,3,No
12080,Pune,Sadashiv Peth,880,9660,0.85,Flat,3 BHK,3,No
12081,Pune,Ambegaon Budruk,400,3750,0.15,Flat,1 BK,2,No
12082,Pune,Yerawada,300,4670,0.14,Flat,1 BK,1,No
12083,Pune,Moshi,485,4640,0.23,Flat,1 BK,2,Yes
12084,Pune,Khadki,1500,6130,0.92,Flat,3 BHK,3,Yes
12085,Pune,Perne,230,4780,0.11,Flat,1 BK,1,No
12086,Pune,Bhosari,365,5480,0.2,Flat,1 BK,1,Yes
12087,Pune,Lonikand,467,3000,0.14,Flat,1 BHK,2,Yes
12088,Pune,Hinjewadi,1251,7990,1,Independent House,2 BHK,3,No
12089,Pune,Katraj,420,7140,0.3,Independent House,1 BHK,2,Yes
12090,Pune,Manjari Budruk,1088,4180,0.45,Independent House,2 BHK,3,Yes
12091,Pune,Bhawadi,460,5650,0.26,Flat,1 BK,2,Yes
12092,Pune,Katraj,900,3560,0.32,Flat,1 BK,3,No
12093,Pune,Pimpri,375,8000,0.3,Flat,1 BK,1,Yes
12094,Pune,Charholi Budruk,880,5110,0.45,Independent House,2 BHK,3,No
12095,Pune,Kanhe,450,3560,0.16,Flat,1 BHK,2,Yes
12096,Pune,Rasta Peth,560,8040,0.45,Flat,1 BHK,2,Yes
12097,Pune,Wadgaon Sheri,1000,10000,1,Independent House,4 BHK,3,No
12098,Pune,Dhanori,1600,8130,1.3,Independent House,4 BHK,3,Yes
12099,Pune,Rasta Peth,560,8040,0.45,Flat,1 BHK,2,No
12100,Pune,Wadgaon Sheri,330,3940,0.13,Flat,1 BK,1,Yes
12101,Pune,Dehu,650,4920,0.32,Flat,1 BHK,2,Yes
12102,Pune,Otur,638,2510,0.16,Flat,1 BHK,2,Yes
12103,Pune,Ambegaon Budruk,490,2240,0.11,Flat,1 BK,2,Yes
12104,Pune,Dighi,600,5000,0.3,Flat,1 BK,2,No
12105,Pune,Dhawade,1000,3000,0.3,Flat,2 BHK,3,No
12106,Pune,Uruli Kanchan,1000,999000,99.9,Independent House,3 BHK,3,Yes
12107,Pune,Ambegaon,580,3960,0.23,Flat,1 BHK,2,Yes
12108,Pune,Rajgurunagar,300,3000,0.09,Independent House,1 BK,1,No
12109,Pune,Chakan,900,3440,0.31,Independent House,2 BHK,3,No
12110,Pune,Wadegaon,2250,1110,0.25,Independent House,4 BHK,4,Yes
12111,Pune,Ambegaon,550,6910,0.38,Flat,1.5 BHK,2,Yes
12112,Pune,Mangadewadi,445,3600,0.16,Flat,1 BHK,2,Yes
12113,Pune,Mukund Nagar,3000,20000,6,Flat,4 BHK,2,Yes
12114,Pune,Dhanori,1000,6500,0.65,Independent House,5 BHK,3,Yes
12115,Pune,Ghorpadi,3000,16670,5,Independent House,4 BHK,3,Yes
12116,Pune,Sadashiv Peth,2000,10000,2,Flat,4 BHK,3,Yes
12117,Pune,Manjari Budruk,2600,3080,0.8,Independent House,10 BHK,4,Yes
12118,Pune,Shukrawar Peth,1070,5230,0.56,Flat,2 BHK,3,Yes
12119,Pune,Shukrawar Peth,1070,6070,0.65,Flat,2 BHK,3,Yes
12120,Pune,Karve Nagar,1120,714000,79.97,Villa,2 BHK,3,No
12121,Pune,Dhawade,760,3950,0.3,Flat,2 BHK,2,No
12122,Pune,Shivane,365,3010,0.11,Flat,1 BK,1,Yes
12123,Pune,Shirur,519,2310,0.12,Flat,1 BHK,2,Yes
12124,Pune,Baramati,586,2730,0.16,Flat,1 BHK,2,No
12125,Pune,Dhanori,1100,5910,0.65,Independent House,5 BHK,3,No
12126,Pune,Shivane,378,3170,0.12,Flat,1 BK,1,No
12127,Pune,Vadgaon,800,8130,0.65,Independent House,2 BHK,6,No
12128,Pune,Dhanori,2000,6500,1.3,Independent House,5 BHK,1,Yes
12129,Pune,Dhanori,1500,8670,1.3,Independent House,6 BHK,3,Yes
12130,Pune,Shukrawar Peth,600,10830,0.65,Flat,1 BHK,2,Yes
12131,Pune,Shiraswadi,507,2960,0.15,Flat,1 BHK,2,Yes
12132,Pune,Chinchwad,500,4400,0.22,Independent House,1 BHK,2,No
12133,Pune,Shiraswadi,496,3020,0.15,Flat,1 BHK,2,No
12134,Pune,Pirangut,330,3030,0.1,Flat,1 BK,1,Yes
12135,Pune,Nighoje,640,5000,0.32,Flat,2 BHK,2,Yes
12136,Pune,Rajgurunagar,507,3940,0.2,Flat,2 BHK,2,No
12137,Pune,Uruli Kanchan,10000,180000,180,Villa,2 BHK,1,Yes
12138,Pune,Akurdi,580,8280,0.48,Flat,1 BK,2,Yes
12139,Pune,Pune Cantonment,550,4910,0.27,Independent House,5 BHK,2,No
12140,Pune,Vadgaon,749,3070,0.23,Flat,1.5 BHK,2,No
12141,Pune,Dhayari,2000,7500,1.5,Independent House,5 BHK,3,Yes
12142,Pune,Chakan,878,4670,0.41,Flat,3 BHK,3,No
12143,Pune,Chakan,868,4720,0.41,Flat,3 BHK,3,No
12144,Pune,Bhosari,1550,12900,2,Independent House,6 BHK,3,Yes
12145,Pune,Bhosari,1500,13330,2,Independent House,5 BHK,3,No
12146,Pune,Khadki,500,3000,0.15,Independent House,1 BHK,2,Yes
12147,Pune,Loni Kalbhor,1002,3190,0.32,Flat,3 BHK,3,Yes
12148,Pune,Karegaon,525,4000,0.21,Independent House,1 BHK,2,No
12149,Pune,Aundh,360,9170,0.33,Flat,1 BHK,1,Yes
12150,Pune,Dhayari,400,6250,0.25,Independent House,1 BK,2,Yes
12151,Pune,Dhanori,550,6360,0.35,Flat,1 BK,2,Yes
12152,Pune,Chakan,1250,4800,0.6,Flat,3 BHK,3,Yes
12153,Pune,Alandi,610,4100,0.25,Flat,1 BK,2,Yes
12154,Pune,Moshi,820,5120,0.42,Independent House,1 BHK,3,No
12155,Pune,Jalochi,1150,1740,0.2,Flat,2 BHK,3,Yes
12156,Pune,Old Sangvi,700,5290,0.37,Flat,2 BHK,2,No
12157,Pune,Shukrawar Peth,350,4290,0.15,Flat,1 BK,1,No
12158,Pune,Manchar,580,2760,0.16,Flat,1 BHK,2,No
12159,Pune,Shukrawar Peth,350,4290,0.15,Flat,1 B,1,Yes
12160,Pune,Yerawada,236,10590,0.25,Flat,1 BK,1,Yes
12161,Pune,Kolwadi,1000,2800,0.28,Independent House,1 BK,3,Yes
12162,Pune,Shirur,600,4000,0.24,Flat,1 BHK,2,Yes
12163,Pune,Lohegaon,570,3510,0.2,Flat,1 BHK,2,No
12164,Pune,Rajgurunagar,653,2760,0.18,Independent House,1 BHK,2,No
12165,Pune,Sadashiv Peth,310,9680,0.3,Flat,1 BK,1,Yes
12166,Pune,Narayan Peth,884,9620,0.85,Flat,3 BHK,3,Yes
12167,Pune,Uttam Nagar,351,4560,0.16,Flat,1 BK,1,Yes
12168,Pune,Kanhe,750,3330,0.25,Flat,2 BHK,2,No
12169,Pune,Koregaon Bhima,667,3450,0.23,Flat,2 BHK,2,No
12170,Pune,Rahatani,500,13000,0.65,Independent House,4 BK,2,Yes
12171,Pune,Saswad,510,3920,0.2,Independent House,1 BHK,2,No
12172,Pune,Lohegaon,580,6900,0.4,Flat,1 BK,2,No
12173,Pune,Koregaon Bhima,694,3460,0.24,Flat,2 BHK,2,No
12174,Pune,Chinchwad,325,7990,0.26,Flat,1 BK,1,Yes
12175,Pune,Yerawada,600,4170,0.25,Independent House,1.5 BHK,2,No
12176,Pune,Shivane,1017,3540,0.36,Flat,3 BHK,3,No
12177,Pune,Chinchwad,1408,4970,0.7,Independent House,4 BHK,3,Yes
12178,Pune,Somatane,1000,3600,0.36,Independent House,2 BHK,3,No
12179,Pune,Moshi,3200,6250,2,Independent House,6 BHK,2,Yes
12180,Pune,Katraj,4356,3210,1.4,Independent House,4 BHK,5,Yes
12181,Pune,Uruli Kanchan,1100,1680,0.18,Independent House,1 BK,3,Yes
12182,Pune,Narayan Peth,350,10000,0.35,Flat,1 BK,1,No
12183,Pune,Bebadohal,418,5980,0.25,Flat,2 BHK,2,Yes
12184,Pune,Katraj,922,5420,0.5,Independent House,2.5 BHK,3,Yes
12185,Pune,Talegaon Dabhade,425,5180,0.22,Studio Flat,,2,Yes
12186,Pune,Keshav Nagar,1800,3610,0.65,Independent House,4 BHK,3,Yes
12187,Pune,Kalewadi,450,17780,0.8,Independent House,3 BHK,2,Yes
12188,Pune,Sadashiv Peth,2000,10000,2,Flat,4 BHK,1,Yes
12189,Pune,Khadki,560,7140,0.4,Flat,1 BHK,2,Yes
12190,Pune,Ravet,3000,4000,1.2,Independent House,5 BHK,1,Yes
12191,Pune,Shivane,792,3000,0.24,Flat,2 BHK,2,Yes
12192,Pune,Fursungi,600,4830,0.29,Flat,1 BHK,2,No
12193,New Delhi,Sector 14 Dwarka,442,13570,0.6,Flat,1 BHK,2,No
12194,New Delhi,Saboli,631,5860,0.37,Independent House,3 BHK,2,No
12195,New Delhi,Mahavir Enclave,1025,4680,0.48,Flat,2 BHK,3,Yes
12196,New Delhi,Gazipur,1400,6790,0.95,Flat,3 BHK,3,No
12197,New Delhi,Dwarka Mor,1400,2640,0.37,Flat,2 BHK,3,No
12198,New Delhi,Tara Nagar,625,4000,0.25,Flat,2 BHK,2,No
12199,New Delhi,Dilshad Garden,1100,7270,0.8,Flat,2 BHK,3,No
12200,New Delhi,Rangpuri,2500,10000,2.5,Flat,5+ BHK,4,Yes
12201,New Delhi,Chhattarpur,1337,5610,0.75,Flat,3 BHK,3,Yes
12202,New Delhi,Sector 5 Rohini,2700,13520,3.65,Independent House,5+ BHK,4,Yes
12203,New Delhi,Mahavir Enclave,900,7220,0.65,Flat,3 BHK,3,No
12204,New Delhi,Chhattarpur,1100,4540,0.5,Flat,3 BHK,3,No
12205,New Delhi,Bijwasan,1535,4040,0.62,Flat,3 BHK,3,Yes
12206,New Delhi,Mahavir Enclave,900,9440,0.85,Flat,3 BHK,3,No
12207,New Delhi,Mehrauli,535,2060,0.11,Flat,1 BHK,2,No
12208,New Delhi,Sector 13 Rohini,986,20280,2,Flat,2 BHK,3,Yes
12209,New Delhi,Naraina,1125,48890,5.5,Independent House,5+ BHK,3,No
12210,New Delhi,Sector 14 Rohini,930,13440,1.25,Flat,2 BHK,3,Yes
