Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony,City_Level_Annual_CAGR,Locality_Level_Annual_CAGR,CAGR_source,1yr_Forecast_PriceSQFT,2yr_Forecast_PriceSQFT,3yr_Forecast_PriceSQFT
4054,Bangalore,Koramangala,2277,14050,3.2,Flat,3 BHK,4,Yes,0.0944,N/A,city,15376.32,16827.84,18416.39
4055,Bangalore,Kammanahalli,850,4590,0.39,Flat,2 BHK,3,Yes,0.0944,N/A,city,5023.3,5497.5,6016.46
4056,Bangalore,Rachamanahalli,660,10610,0.7,Flat,1 BHK,2,No,0.0944,N/A,city,11611.58,12707.72,13907.33
4057,Bangalore,Anekal,850,3060,0.26,Flat,2 BHK,3,No,0.0944,N/A,city,3348.86,3665,4010.97
4058,Bangalore,Vibhutipura,750,16000,1.2,Independent House,4 BHK,2,No,0.0944,N/A,city,17510.4,19163.38,20972.4
4059,Bangalore,Mattanahalli,1044,3830,0.4,Flat,2 BHK,3,Yes,0.0944,N/A,city,4191.55,4587.23,5020.27
4060,Bangalore,Dooravani Nagar,1168,11130,1.3,Flat,2 BHK,3,Yes,0.0944,N/A,city,12180.67,13330.53,14588.93
4061,Bangalore,JP Nagar,2400,5420,1.3,Independent House,10 BHK,4,Yes,0.0944,0.1121,locality,6027.58,6703.27,7454.71
4062,Bangalore,Thotada Guddadhalli Village,1600,4690,0.75,Independent House,2 BHK,3,No,0.0944,N/A,city,5132.74,5617.27,6147.54
4063,Bangalore,Chandapura,1200,9170,1.1,Villa,3 BHK,3,No,0.0944,0.1735,locality,10761,12628.03,14818.99
4064,Bangalore,Devarachikkana Halli,1205,4980,0.6,Flat,2 BHK,3,No,0.0944,N/A,city,5450.11,5964.6,6527.66
4065,Bangalore,Kothanur,1230,6100,0.75,Flat,2 BHK,3,No,0.0944,N/A,city,6675.84,7306.04,7995.73
4066,Bangalore,R. T. Nagar,3000,550000,165,Independent House,5 BHK,1,Yes,0.0944,N/A,city,601920,658741.25,720926.42
4067,Bangalore,Hoskote,1500,3130,0.47,Villa,3 BHK,3,No,0.0944,N/A,city,3425.47,3748.84,4102.73
4068,Bangalore,Sunkadakatte,1035,5310,0.55,Independent House,2 BHK,3,Yes,0.0944,N/A,city,5811.26,6359.85,6960.22
4069,Bangalore,Anchepalya,607,7410,0.45,Flat,1 BHK,2,No,0.0944,N/A,city,8109.5,8875.04,9712.85
4070,Bangalore,Chandapura,1335,5170,0.69,Flat,3 BHK,3,No,0.0944,0.1735,locality,6067,7119.62,8354.87
4071,Bangalore,Devarachikkana Halli,4000,3750,1.5,Independent House,7 BHK,1,Yes,0.0944,N/A,city,4104,4491.42,4915.41
4072,Bangalore,Panduranga Nagar,2180,10320,2.25,Independent House,4 BHK,4,Yes,0.0944,N/A,city,11294.21,12360.38,13527.2
4073,Bangalore,Chandra Layout Extension,3700,6760,2.5,Independent House,9 BHK,4,Yes,0.0944,N/A,city,7398.14,8096.53,8860.84
4074,Bangalore,Anjanapura Township,2300,4260,0.98,Independent House,3 BHK,4,Yes,0.0944,N/A,city,4662.14,5102.25,5583.9
4075,Bangalore,HSR Layout,1800,8330,1.5,Independent House,1 BHK,3,Yes,0.0944,N/A,city,9116.35,9976.94,10918.76
4076,Bangalore,Chandapura,1335,5170,0.69,Flat,2 BHK,3,No,0.0944,0.1735,locality,6067,7119.62,8354.87
4077,Bangalore,Nelamangala,1850,6760,1.25,Villa,3 BHK,3,Yes,0.0944,N/A,city,7398.14,8096.53,8860.84
4078,Bangalore,Nagarathpet,1225,5710,0.7,Flat,2 BHK,3,Yes,0.0944,N/A,city,6249.02,6838.93,7484.53
4079,Bangalore,Bommasandra,2690,5020,1.35,Independent House,3 BHK,4,Yes,0.0944,N/A,city,5493.89,6012.51,6580.09
4080,Bangalore,GB Palya,2100,8570,1.8,Independent House,10 BHK,4,Yes,0.0944,N/A,city,9379.01,10264.39,11233.34
4081,Bangalore,Bannerughatta,1000,1590,0.16,Villa,2 BHK,3,No,0.0944,0.1231,locality,1785.73,2005.55,2252.44
4082,Bangalore,Anchepalya,607,7410,0.45,Flat,1 BK,2,No,0.0944,N/A,city,8109.5,8875.04,9712.85
4083,Bangalore,Karpur,750,3730,0.28,Flat,2 BHK,2,No,0.0944,N/A,city,4082.11,4467.46,4889.19
4084,Bangalore,Jigani,600,333000,19.98,Flat,2 BHK,2,No,0.0944,N/A,city,364435.2,398837.88,436488.18
4085,Bangalore,Anekal,1000,2000,0.2,Villa,2 BHK,3,Yes,0.0944,N/A,city,2188.8,2395.42,2621.55
4086,Bangalore,Chandapura,934,6420,0.6,Independent House,2 BHK,3,No,0.0944,0.1735,locality,7533.87,8841,10374.91
4087,Bangalore,Bannerughatta,550,4360,0.24,Villa,1 BHK,2,Yes,0.0944,0.1231,locality,4896.72,5499.5,6176.49
4088,Bangalore,Kadugodi,4200,2860,1.2,Independent House,1 BK,5,Yes,0.0944,N/A,city,3129.98,3425.45,3748.82
4089,Bangalore,Sivanchetti Gardens,650,6920,0.45,Flat,1 BK,2,Yes,0.0944,N/A,city,7573.25,8288.16,9070.57
4090,Bangalore,Malur,2150,3950,0.85,Independent House,3 BHK,4,Yes,0.0944,N/A,city,4322.88,4730.96,5177.56
4091,Bangalore,Bisuvanahalli,1075,8370,0.9,Flat,3 BHK,3,No,0.0944,N/A,city,9160.13,10024.84,10971.19
4092,Bangalore,Bisuvanahalli,1075,3630,0.39,Flat,3 BHK,3,Yes,0.0944,N/A,city,3972.67,4347.69,4758.11
4093,Bangalore,Cooke Town,2500,15400,3.85,Independent House,4 BHK,4,Yes,0.0944,N/A,city,16853.76,18444.75,20185.94
4094,Bangalore,Hoskote,1200,3750,0.45,Independent House,1 BHK,3,Yes,0.0944,N/A,city,4104,4491.42,4915.41
4095,Bangalore,Sannatammanahalli,4650,4520,2.1,Independent House,9 BHK,5,Yes,0.0944,N/A,city,4946.69,5413.66,5924.7
4096,Bangalore,Mailasandra,1165,4380,0.51,Flat,2 BHK,3,No,0.0944,N/A,city,4793.47,5245.98,5741.2
4097,Bangalore,Kudlu,1309,5040,0.66,Flat,3 BHK,3,Yes,0.0944,N/A,city,5515.78,6036.47,6606.31
4098,Bangalore,Thippasandra,405,4940,0.2,Flat,1 BHK,2,Yes,0.0944,N/A,city,5406.34,5916.69,6475.23
4099,Bangalore,Banashankari,1350,27780,3.75,Independent House,6 BHK,3,Yes,0.0944,0.166,locality,32391.48,37768.47,44038.03
4100,Bangalore,Banashankari,1351,27760,3.75,Independent House,6 BHK,3,No,0.0944,0.166,locality,32368.16,37741.27,44006.33
4101,Bangalore,Banashankari,1352,27740,3.75,Independent House,6 BHK,3,No,0.0944,0.166,locality,32344.84,37714.08,43974.62
4102,Bangalore,Kumaraswamy Layout,2500,13000,3.25,Independent House,9 BHK,4,Yes,0.0944,N/A,city,14227.2,15570.25,17040.08
4103,Bangalore,Benson Town,1400,8570,1.2,Flat,3 BHK,3,Yes,0.0944,N/A,city,9379.01,10264.39,11233.34
4104,Bangalore,Hurulichikanahalli,1800,10280,1.85,Independent House,4 BHK,3,Yes,0.0944,N/A,city,11250.43,12312.47,13474.77
4105,Bangalore,Madanayakahalli,900,4670,0.42,Independent House,2 BHK,3,Yes,0.0944,N/A,city,5110.85,5593.31,6121.32
4106,Bangalore,Nagarbhavi,1089,3860,0.42,Flat,2 BHK,3,No,0.0944,N/A,city,4224.38,4623.17,5059.59
4107,Bangalore,Seegehalli,1200,4330,0.52,Flat,2 BHK,3,Yes,0.0944,N/A,city,4738.75,5186.09,5675.66
4108,Bangalore,Kodipalya,5200,1200,0.62,Independent House,3 BHK,5,Yes,0.0944,N/A,city,1313.28,1437.25,1572.93
4109,Bangalore,Hongasandra,1200,16670,2,Independent House,7 BHK,3,Yes,0.0944,N/A,city,18243.65,19965.85,21850.62
4110,Bangalore,Benson Town,1520,16970,2.58,Independent House,5 BHK,3,No,0.0944,N/A,city,18571.97,20325.16,22243.86
4111,Bangalore,HBR Layout,2000,4750,0.95,Independent House,3 BHK,6,Yes,0.0944,N/A,city,5198.4,5689.13,6226.18
4112,Bangalore,Arakere,4000,9500,3.8,Independent House,10.5 BHK,5,Yes,0.0944,N/A,city,10396.8,11378.26,12452.37
4113,Bangalore,Kudlu,1200,11670,1.4,Independent House,10 BHK,3,No,0.0944,N/A,city,12771.65,13977.29,15296.75
4114,Bangalore,Kadugondanahalli,715,5590,0.4,Flat,2 BHK,2,Yes,0.0944,N/A,city,6117.7,6695.21,7327.23
4115,Bangalore,Kodathi,3600,4170,1.5,Independent House,8.5 BHK,4,Yes,0.0944,N/A,city,4563.65,4994.46,5465.93
4116,Bangalore,Shivaji Nagar,525,10480,0.55,Independent House,4 BHK,2,No,0.0944,N/A,city,11469.31,12552.02,13736.93
4117,Bangalore,Vijayanagar,400,12500,0.5,Flat,2 BHK,2,Yes,0.0944,N/A,city,13680,14971.39,16384.69
4118,Bangalore,Hosakerehalli,5250,6860,3.6,Independent House,7 BHK,5,Yes,0.0944,N/A,city,7507.58,8216.3,8991.92
4119,Bangalore,Hebbal,510,11760,0.6,Independent House,1 BHK,2,No,0.0944,N/A,city,12870.14,14085.09,15414.72
4120,Bangalore,Gnana Bharathi,1295,4630,0.6,Flat,3 BHK,3,No,0.0944,N/A,city,5067.07,5545.4,6068.89
4121,Bangalore,T Dasarahalli,1027,7300,0.75,Flat,2 BHK,3,No,0.0944,N/A,city,7989.12,8743.29,9568.66
4122,Bangalore,Bannerughatta,600,4000,0.24,Independent House,1 BHK,2,No,0.0944,0.1231,locality,4492.4,5045.41,5666.5
4123,Bangalore,Bannerughatta,600,4000,0.24,Villa,1 BK,2,No,0.0944,0.1231,locality,4492.4,5045.41,5666.5
4124,Bangalore,Malleswaram,1145,12660,1.45,Flat,2 BHK,3,Yes,0.0944,N/A,city,13855.1,15163.03,16594.42
4125,Bangalore,Banashankari,1450,8620,1.25,Flat,3 BHK,3,Yes,0.0944,0.166,locality,10050.92,11719.37,13664.79
4126,Bangalore,Bannerughatta,600,4000,0.24,Independent House,1 BHK,2,No,0.0944,0.1231,locality,4492.4,5045.41,5666.5
4127,Bangalore,Bettadasanapura,1200,5830,0.7,Independent House,3 BHK,3,No,0.0944,N/A,city,6380.35,6982.66,7641.82
4128,Bangalore,Nandini Layout,2160,4540,0.98,Independent House,6 BHK,4,Yes,0.0944,N/A,city,4968.58,5437.61,5950.92
4129,Bangalore,Singasandra,400,5000,0.2,Independent House,1 BHK,2,No,0.0944,N/A,city,5472,5988.56,6553.88
4130,Bangalore,Hemmigepura,2400,5080,1.22,Independent House,3 BHK,4,Yes,0.0944,N/A,city,5559.55,6084.37,6658.74
4131,Bangalore,Yelahanka,4200,4760,2,Independent House,6 BHK,5,Yes,0.0944,N/A,city,5209.34,5701.11,6239.29
4132,Bangalore,Hampapura,1100,3180,0.35,Flat,2 BHK,3,Yes,0.0944,N/A,city,3480.19,3808.72,4168.27
4133,Bangalore,Andrahalli,2400,3130,0.75,Independent House,2 BHK,4,Yes,0.0944,N/A,city,3425.47,3748.84,4102.73
4134,Bangalore,Malur,2150,3720,0.8,Independent House,3 BHK,4,Yes,0.0944,N/A,city,4071.17,4455.49,4876.08
4135,Bangalore,Malleswaram,675,8890,0.6,Flat,1 BHK,2,Yes,0.0944,N/A,city,9729.22,10647.65,11652.79
4136,Bangalore,Wilson Garden,700,11140,0.78,Independent House,5 BHK,2,Yes,0.0944,N/A,city,12191.62,13342.5,14602.04
4137,Bangalore,Doddabidrakallu,750,9730,0.73,Independent House,3 BHK,2,No,0.0944,N/A,city,10648.51,11653.73,12753.84
4138,Bangalore,Bharat Nagar,1531,4570,0.7,Flat,3 BHK,3,No,0.0944,N/A,city,5001.41,5473.54,5990.24
4139,Bangalore,Banaswadi,2500,6000,1.5,Independent House,4 BHK,4,Yes,0.0944,N/A,city,6566.4,7186.27,7864.65
4140,Bangalore,Kadubeesanahalli,1130,7520,0.85,Flat,2 BHK,3,Yes,0.0944,N/A,city,8229.89,9006.79,9857.03
4141,Bangalore,HSR Layout,2400,7500,1.8,Villa,4 BHK,4,Yes,0.0944,N/A,city,8208,8982.84,9830.81
4142,Bangalore,Shingapura,850,4120,0.35,Flat,2 BHK,3,Yes,0.0944,N/A,city,4508.93,4934.57,5400.39
4143,Bangalore,Aavalahalli,1405,3560,0.5,Flat,3 BHK,3,No,0.0944,N/A,city,3896.06,4263.85,4666.36
4144,Bangalore,Yelahanka New Town,1000,12000,1.2,Independent House,2 BHK,3,No,0.0944,N/A,city,13132.8,14372.54,15729.3
4145,Bangalore,Hampapura,2201,7500,1.65,Independent House,4 BHK,4,Yes,0.0944,N/A,city,8208,8982.84,9830.81
4146,Bangalore,Mattanahalli,4900,13270,6.5,Villa,5 BHK,5,Yes,0.0944,N/A,city,14522.69,15893.63,17393.99
4147,Bangalore,Sunkadakatte,1535,5530,0.85,Flat,3 BHK,3,No,0.0944,N/A,city,6052.03,6623.34,7248.59
4148,Bangalore,Dooravani Nagar,1400,3570,0.5,Independent House,1 BHK,3,Yes,0.0944,N/A,city,3907.01,4275.83,4679.47
4149,Bangalore,Hulimavu,2700,7040,1.9,Independent House,3 BHK,4,Yes,0.0944,N/A,city,7704.58,8431.89,9227.86
4150,Bangalore,Chikbanavara,6400,3520,2.25,Independent House,4 BHK,4,Yes,0.0944,N/A,city,3852.29,4215.94,4613.93
4151,Bangalore,Abbigere,3600,3750,1.35,Independent House,3 BHK,6,Yes,0.0944,N/A,city,4104,4491.42,4915.41
4152,Bangalore,Hongasandra,3500,5430,1.9,Independent House,7 BHK,1,Yes,0.0944,N/A,city,5942.59,6503.57,7117.51
4153,Bangalore,Kengeri Satellite Town,3000,5000,1.5,Independent House,6 BHK,3,Yes,0.0944,N/A,city,5472,5988.56,6553.88
4154,Bangalore,Hebbal Kempapura,5500,5910,3.25,Independent House,7 BHK,5,Yes,0.0944,N/A,city,6467.9,7078.47,7746.68
4155,Bangalore,Virupakshapura,1080,4630,0.5,Flat,2 BHK,3,Yes,0.0944,N/A,city,5067.07,5545.4,6068.89
4156,Bangalore,Laggere,3600,6250,2.25,Independent House,10 BHK,4,Yes,0.0944,N/A,city,6840,7485.7,8192.35
4157,Bangalore,Electronic City Phase II,6200,3790,2.35,Independent House,10.5 BHK,5,Yes,0.0944,0.078,locality,4085.62,4404.3,4747.83
4158,Bangalore,Shanti Nagar,1852,12960,2.4,Flat,3 BHK,3,Yes,0.0944,N/A,city,14183.42,15522.34,16987.65
4159,Bangalore,Somasundarapalya,1680,4170,0.7,Flat,3 BHK,3,Yes,0.0944,N/A,city,4563.65,4994.46,5465.93
4160,Bangalore,Kaggadasapura,1465,4440,0.65,Flat,3 BHK,3,Yes,0.0944,N/A,city,4859.14,5317.84,5819.84
4161,Bangalore,HAL,1060,4340,0.46,Independent House,1 BHK,3,No,0.0944,N/A,city,4749.7,5198.07,5688.76
4162,Bangalore,Thotada Guddadhalli Village,2800,3930,1.1,Independent House,4 BHK,4,Yes,0.0944,N/A,city,4300.99,4707.01,5151.35
4163,Bangalore,Kodathi,3600,4030,1.45,Villa,4 BHK,1,Yes,0.0944,N/A,city,4410.43,4826.78,5282.42
4164,Bangalore,Thirumalashettyhally,8699,6320,5.5,Villa,5 BHK,6,Yes,0.0944,N/A,city,6916.61,7569.54,8284.1
4165,Bangalore,Malleswaram,5000,30000,15,Independent House,10.5 BHK,5,Yes,0.0944,N/A,city,32832,35931.34,39323.26
4166,Bangalore,Malleswaram,2000,5000,1,Independent House,3 BHK,4,Yes,0.0944,N/A,city,5472,5988.56,6553.88
4167,Bangalore,Vijayanagar,5000,12000,6,Independent House,8 BHK,5,Yes,0.0944,N/A,city,13132.8,14372.54,15729.3
4168,Bangalore,Kolar,2400,3130,0.75,Independent House,5 BHK,4,Yes,0.0944,N/A,city,3425.47,3748.84,4102.73
4169,Bangalore,Kolar,2400,3250,0.78,Independent House,5 BHK,4,Yes,0.0944,N/A,city,3556.8,3892.56,4260.02
4170,Bangalore,Bedarahalli,1150,6520,0.75,Flat,3 BHK,3,Yes,0.0944,N/A,city,7135.49,7809.08,8546.26
4171,Bangalore,S.G. Palya,900,11110,1,Independent House,2 BHK,3,Yes,0.0944,N/A,city,12158.78,13306.57,14562.71
4172,Bangalore,Gandhi Nagar,3300,30300,10,Independent House,10.5 BHK,2,Yes,0.0944,N/A,city,33160.32,36290.65,39716.49
4173,Bangalore,Chandapura,1000,4000,0.4,Independent House,2 BHK,3,Yes,0.0944,0.1735,locality,4694,5508.41,6464.12
4174,Bangalore,Mathikere,400,5750,0.23,Independent House,1 BHK,2,No,0.0944,N/A,city,6292.8,6886.84,7536.96
4175,Bangalore,Nandini Layout,1400,9290,1.3,Independent House,2 BHK,3,No,0.0944,N/A,city,10166.98,11126.74,12177.1
4176,Bangalore,Syndicate Bank Employees Housing Society Layout,1410,7800,1.1,Independent House,3 BHK,3,Yes,0.0944,N/A,city,8536.32,9342.15,10224.05
4177,Bangalore,Kothanur,2400,6670,1.6,Independent House,5 BHK,4,Yes,0.0944,N/A,city,7299.65,7988.73,8742.87
4178,Bangalore,Varthur,3400,5880,2,Independent House,10 BHK,4,Yes,0.0944,N/A,city,6435.07,7042.54,7707.36
4179,Bangalore,Dasenahalli,400,2750,0.11,Flat,1 BHK,2,No,0.0944,N/A,city,3009.6,3293.71,3604.63
4180,Bangalore,Kengeri Satellite Town,1100,18180,2,Independent House,4 BHK,3,Yes,0.0944,N/A,city,19896.19,21774.39,23829.9
4181,Bangalore,Nelamangala,1200,5000,0.6,Independent House,2 BHK,3,No,0.0944,N/A,city,5472,5988.56,6553.88
4182,Bangalore,Attiguppe,1200,4000,0.48,Independent House,3 BHK,3,Yes,0.0944,N/A,city,4377.6,4790.85,5243.1
4183,Bangalore,Thattanahalli,1074,5400,0.58,Villa,2 BHK,3,No,0.0944,N/A,city,5909.76,6467.64,7078.19
4184,Bangalore,Chandra Layout Extension,4000,9000,3.6,Independent House,4 BHK,3,Yes,0.0944,N/A,city,9849.6,10779.4,11796.98
4185,Bangalore,Anekal,2300,2000,0.46,Independent House,4 BHK,4,Yes,0.0944,N/A,city,2188.8,2395.42,2621.55
4186,Bangalore,Kannamangala,1200,8750,1.05,Independent House,4 BHK,3,Yes,0.0944,N/A,city,9576,10479.97,11469.28
4187,Bangalore,GB Palya,1800,4440,0.8,Flat,4 BHK,3,Yes,0.0944,N/A,city,4859.14,5317.84,5819.84
4188,Bangalore,Attibele,1300,4230,0.55,Independent House,3 BHK,3,Yes,0.0944,N/A,city,4629.31,5066.32,5544.58
4189,Bangalore,Mahadevapura,1800,7780,1.4,Independent House,5 BHK,3,Yes,0.0944,N/A,city,8514.43,9318.19,10197.83
4190,Bangalore,Bedarahalli,770,4540,0.35,Flat,2 BHK,2,No,0.0944,N/A,city,4968.58,5437.61,5950.92
4191,Bangalore,Byagadadhenahalli,620,2980,0.18,Flat,2 BHK,2,Yes,0.0944,N/A,city,3261.31,3569.18,3906.11
4192,Bangalore,Choodasandra,1070,7010,0.75,Flat,2 BHK,3,No,0.0944,N/A,city,7671.74,8395.96,9188.53
4193,Bangalore,Devanahalli,600,1420,0.09,Independent House,1 BHK,2,Yes,0.0944,N/A,city,1554.05,1700.75,1861.3
4194,Bangalore,Kaval Bairasandra,1200,9170,1.1,Independent House,2 BHK,3,No,0.0944,N/A,city,10035.65,10983.01,12019.81
4195,Bangalore,Doddakannelli,2200,4540,1,Flat,4 BHK,4,Yes,0.0944,N/A,city,4968.58,5437.61,5950.92
4196,Bangalore,Malleswaram,1600,7500,1.2,Flat,3 BHK,3,Yes,0.0944,N/A,city,8208,8982.84,9830.81
4197,Bangalore,Kadubeesanahalli,1369,10740,1.47,Flat,3 BHK,3,No,0.0944,N/A,city,11753.86,12863.42,14077.73
4198,Bangalore,Hampapura,4200,2860,1.2,Independent House,10.5 BHK,5,Yes,0.0944,N/A,city,3129.98,3425.45,3748.82
4199,Bangalore,Sampigehalli,1500,12000,1.8,Independent House,6 BHK,3,Yes,0.0944,N/A,city,13132.8,14372.54,15729.3
4200,Bangalore,Kaval Bairasandra,1250,4800,0.6,Flat,3 BHK,3,Yes,0.0944,N/A,city,5253.12,5749.01,6291.72
4201,Bangalore,Magadi,1450,3790,0.55,Independent House,1 BHK,3,No,0.0944,N/A,city,4147.78,4539.33,4967.84
4202,Bangalore,Venkatapura,600,5000,0.3,Independent House,2 BHK,2,No,0.0944,N/A,city,5472,5988.56,6553.88
4203,Bangalore,Magadi,1450,3450,0.5,Independent House,1 BHK,3,No,0.0944,N/A,city,3775.68,4132.1,4522.17
4204,Bangalore,Kithaganur Colony,1500,5670,0.85,Independent House,3 BHK,3,Yes,0.0944,N/A,city,6205.25,6791.02,7432.1
4205,Bangalore,Bommanahalli,7000,3140,2.2,Independent House,3 BHK,1,Yes,0.0944,0.0539,locality,3309.25,3487.61,3675.6
4206,Bangalore,HSR Layout,1097,5470,0.6,Flat,2 BHK,3,No,0.0944,N/A,city,5986.37,6551.48,7169.94
4207,Bangalore,Vidyaranyapura,2400,4460,1.07,Independent House,4 BHK,4,Yes,0.0944,N/A,city,4881.02,5341.79,5846.06
4208,Bangalore,Harlur,1000,5500,0.55,Flat,2 BHK,3,Yes,0.0944,N/A,city,6019.2,6587.41,7209.26
4209,Bangalore,HSR Layout,1073,5410,0.58,Flat,2 BHK,3,No,0.0944,N/A,city,5920.7,6479.62,7091.29
4210,Bangalore,Kadugondanahalli,1350,10000,1.35,Independent House,7 BHK,3,Yes,0.0944,N/A,city,10944,11977.11,13107.75
4211,Bangalore,Bangalore City Municipal Corporation Layout,1507,6970,1.05,Flat,3 BHK,3,No,0.0944,N/A,city,7627.97,8348.05,9136.1
4212,Bangalore,Mallapur,3600,4440,1.6,Independent House,2 BHK,6,Yes,0.0944,N/A,city,4859.14,5317.84,5819.84
4213,Bangalore,Chikbanavara,975,3280,0.32,Flat,2 BHK,3,No,0.0944,N/A,city,3589.63,3928.49,4299.34
4214,Bangalore,Indira Nagar,2159,15050,3.25,Flat,3 BHK,4,Yes,0.0944,N/A,city,16470.72,18025.56,19727.17
4215,Bangalore,Singasandra,1275,3920,0.5,Flat,2 BHK,3,No,0.0944,N/A,city,4290.05,4695.03,5138.24
4216,Bangalore,Chansandra,1264,5930,0.75,Flat,2 BHK,3,Yes,0.0944,N/A,city,6489.79,7102.43,7772.9
4217,Bangalore,Bannerughatta,700,5140,0.36,Flat,2 BHK,2,No,0.0944,0.1231,locality,5772.73,6483.36,7281.46
4218,Bangalore,Bannerughatta,880,5000,0.44,Flat,2 BHK,3,Yes,0.0944,0.1231,locality,5615.5,6306.77,7083.13
4219,Bangalore,Nelamangala,796,5030,0.4,Flat,1 BHK,2,Yes,0.0944,N/A,city,5504.83,6024.49,6593.2
4220,Bangalore,Chamrajpet,7000,3710,2.6,Independent House,7 BHK,1,Yes,0.0944,N/A,city,4060.22,4443.51,4862.98
4221,Bangalore,Yelachanayakanapura,3089,3080,0.95,Independent House,4 BHK,4,Yes,0.0944,N/A,city,3370.75,3688.95,4037.19
4222,Bangalore,Tippenahalli,1500,5000,0.75,Independent House,2 BHK,3,No,0.0944,N/A,city,5472,5988.56,6553.88
4223,Bangalore,GB Palya,3200,3440,1.1,Independent House,7 BHK,3,Yes,0.0944,N/A,city,3764.74,4120.13,4509.07
4224,Bangalore,Hampapura,1200,5000,0.6,Independent House,2 BHK,3,No,0.0944,N/A,city,5472,5988.56,6553.88
4225,Bangalore,Chandapura,1087,4600,0.5,Flat,3 BHK,3,No,0.0944,0.1735,locality,5398.1,6334.67,7433.74
4226,Bangalore,Kannamangala,2400,4380,1.05,Independent House,4 BHK,4,Yes,0.0944,N/A,city,4793.47,5245.98,5741.2
4227,Bangalore,Shivaji Nagar,1050,7140,0.75,Flat,2 BHK,3,No,0.0944,N/A,city,7814.02,8551.66,9358.94
4228,Bangalore,Neelasandra,525,1520,0.08,Independent House,1 BHK,2,Yes,0.0944,N/A,city,1663.49,1820.52,1992.38
4229,Bangalore,Nelamangala,850,4470,0.38,Villa,2 BHK,3,Yes,0.0944,N/A,city,4891.97,5353.77,5859.17
4230,Bangalore,Jakkur,7000,14290,10,Independent House,5 BHK,4,Yes,0.0944,N/A,city,15638.98,17115.3,18730.98
4231,Bangalore,Jayanagar,1900,6840,1.3,Flat,3 BHK,3,Yes,0.0944,N/A,city,7485.7,8192.35,8965.7
4232,Bangalore,Electronic City,800,4380,0.35,Flat,2 BHK,4,No,0.0944,0.0493,locality,4595.93,4822.51,5060.26
4233,Bangalore,Venkatapura,750,5200,0.39,Flat,2 BHK,2,No,0.0944,N/A,city,5690.88,6228.1,6816.03
4234,Bangalore,Hoskote,509,4520,0.23,Flat,1 BHK,2,Yes,0.0944,N/A,city,4946.69,5413.66,5924.7
4235,Bangalore,Byagadadhenahalli,620,4350,0.27,Flat,2 BHK,2,Yes,0.0944,N/A,city,4760.64,5210.04,5701.87
4236,Bangalore,Gollarapalya,1000,5500,0.55,Independent House,1 BHK,3,Yes,0.0944,N/A,city,6019.2,6587.41,7209.26
4237,Bangalore,Mathikere,2600,12500,3.25,Independent House,2 BHK,4,Yes,0.0944,N/A,city,13680,14971.39,16384.69
4238,Bangalore,Banashankari,1250,6400,0.8,Flat,3 BHK,3,Yes,0.0944,0.166,locality,7462.4,8701.16,10145.55
4239,Bangalore,Bedarahalli,1075,6330,0.68,Flat,2 BHK,3,Yes,0.0944,N/A,city,6927.55,7581.51,8297.21
4240,Bangalore,Bommasandra,756,4630,0.35,Flat,2 BHK,2,Yes,0.0944,N/A,city,5067.07,5545.4,6068.89
4241,Bangalore,Laggere,15000,4330,6.5,Independent House,10.5 BHK,3,Yes,0.0944,N/A,city,4738.75,5186.09,5675.66
4242,Bangalore,Mattanahalli,1458,5830,0.85,Flat,3 BHK,3,Yes,0.0944,N/A,city,6380.35,6982.66,7641.82
4243,Bangalore,Bilekahalli,4500,4000,1.8,Independent House,2 BHK,5,Yes,0.0944,N/A,city,4377.6,4790.85,5243.1
4244,Bangalore,Nayandahalli,750,12670,0.95,Independent House,2 BHK,2,No,0.0944,N/A,city,13866.05,15175,16607.52
4245,Bangalore,Shivaji Nagar,640,17190,1.1,Independent House,9 BHK,2,Yes,0.0944,N/A,city,18812.74,20588.66,22532.23
4246,Bangalore,Electronic City Phase II,1120,35710,4,Villa,3 BHK,3,Yes,0.0944,0.078,locality,38495.38,41498.02,44734.87
4247,Bangalore,Hurulichikanahalli,2180,7800,1.7,Independent House,4 BHK,4,Yes,0.0944,N/A,city,8536.32,9342.15,10224.05
4248,Bangalore,Kodihalli,1075,8560,0.92,Flat,2 BHK,3,No,0.0944,N/A,city,9368.06,10252.41,11220.24
4249,Bangalore,Kudlu Gate,1223,5560,0.68,Flat,3 BHK,3,No,0.0944,N/A,city,6084.86,6659.28,7287.91
4250,Bangalore,R. T. Nagar,1050,6670,0.7,Flat,2 BHK,3,No,0.0944,N/A,city,7299.65,7988.73,8742.87
4251,Bangalore,Shivaji Nagar,910,16480,1.5,Independent House,4 BHK,3,Yes,0.0944,N/A,city,18035.71,19738.28,21601.58
4252,Bangalore,Vidyaranyapura,2600,4620,1.2,Independent House,6 BHK,4,Yes,0.0944,N/A,city,5056.13,5533.43,6055.78
4253,Bangalore,JP Nagar,1045,4980,0.52,Flat,2 BHK,3,Yes,0.0944,0.1121,locality,5538.26,6159.1,6849.53
4254,Bangalore,Kaggadasapura,1465,4440,0.65,Flat,3 BHK,3,Yes,0.0944,N/A,city,4859.14,5317.84,5819.84
4255,Bangalore,Arakere,5200,5000,2.6,Independent House,3 BHK,5,Yes,0.0944,N/A,city,5472,5988.56,6553.88
