Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony,City_Level_Annual_CAGR,Locality_Level_Annual_CAGR,CAGR_source,1yr_Forecast_PriceSQFT,2yr_Forecast_PriceSQFT,3yr_Forecast_PriceSQFT
9167,Kolkata,Talbanda,1325,4530,0.6,Flat,3 BHK,3,No,0.0456,N/A,city,4736.57,4952.56,5178.39
9168,Kolkata,Shobhabazar,540,10550,0.57,Independent House,1 BHK,2,No,0.0456,N/A,city,11031.08,11534.1,12060.05
9169,Kolkata,Hussainpur,510,4900,0.25,Flat,1 BHK,2,Yes,0.0456,N/A,city,5123.44,5357.07,5601.35
9170,Kolkata,Madhyamgram,326,4290,0.14,Flat,1 BHK,1,Yes,0.0456,N/A,city,4485.62,4690.17,4904.04
9171,Kolkata,Paschim Putiary,2500,6000,1.5,Independent House,4 BHK,4,Yes,0.0456,N/A,city,6273.6,6559.68,6858.8
9172,Kolkata,Beliaghata,2000,8500,1.7,Independent House,2 BHK,4,Yes,0.0456,N/A,city,8887.6,9292.87,9716.63
9173,Kolkata,Milan Pally,1500,4000,0.6,Independent House,5 BHK,3,No,0.0456,N/A,city,4182.4,4373.12,4572.53
9174,Kolkata,Dum Dum,1500,5330,0.8,Flat,4 BHK,3,Yes,0.0456,N/A,city,5573.05,5827.18,6092.9
9175,Kolkata,Baruipur P,725,3380,0.25,Flat,2 BHK,2,Yes,0.0456,N/A,city,3534.13,3695.28,3863.79
9176,Kolkata,Paschim Putiary,1255,6770,0.85,Independent House,3 BHK,3,Yes,0.0456,N/A,city,7078.71,7401.5,7739.01
9177,Kolkata,Rajarhat,992,4020,0.4,Flat,2 BHK,3,No,0.0456,0.1003,locality,4423.21,4866.85,5355
9178,Kolkata,South Dum Dum,2030,4930,1,Independent House,5 BHK,4,Yes,0.0456,N/A,city,5154.81,5389.87,5635.65
9179,Kolkata,Birati,1760,4830,0.85,Flat,4 BHK,3,Yes,0.0456,N/A,city,5050.25,5280.54,5521.33
9180,Kolkata,Ultadanga,700,8570,0.6,Flat,1 BHK,2,Yes,0.0456,N/A,city,8960.79,9369.4,9796.65
9181,Kolkata,Basirhat,1100,3640,0.4,Independent House,1 BHK,3,Yes,0.0456,N/A,city,3805.98,3979.54,4161
9182,Kolkata,Rajarhat,1179,3820,0.45,Flat,3 BHK,3,No,0.0456,0.1003,locality,4203.15,4624.72,5088.58
9183,Kolkata,Barasat,1980,6310,1.25,Independent House,5 BHK,3,Yes,0.0456,N/A,city,6597.74,6898.59,7213.17
9184,Kolkata,Jagatipota,1256,6370,0.8,Flat,3 BHK,3,No,0.0456,N/A,city,6660.47,6964.19,7281.76
9185,Kolkata,Thakurpukur,5000,5000,2.5,Independent House,6 BHK,5,Yes,0.0456,N/A,city,5228,5466.4,5715.66
9186,Kolkata,Rajpur,1000,9000,0.9,Independent House,2 BHK,3,No,0.0456,N/A,city,9410.4,9839.51,10288.2
9187,Kolkata,Barasat,1250,8800,1.1,Villa,2 BHK,3,Yes,0.0456,N/A,city,9201.28,9620.86,10059.57
9188,Kolkata,Baruipur,500,3400,0.17,Flat,1 BHK,2,Yes,0.0456,N/A,city,3555.04,3717.15,3886.65
9189,Kolkata,Jodhpur Park,950,10530,1,Flat,2 BHK,3,No,0.0456,N/A,city,11010.17,11512.23,12037.19
9190,Kolkata,Dhakuria,500,7000,0.35,Flat,1 BHK,2,No,0.0456,N/A,city,7319.2,7652.96,8001.93
9191,Kolkata,Barasat,1313,3580,0.47,Flat,3 BHK,3,Yes,0.0456,N/A,city,3743.25,3913.94,4092.42
9192,Kolkata,Ruiya,822,3160,0.26,Flat,2 BHK,3,Yes,0.0456,N/A,city,3304.1,3454.76,3612.3
9193,Kolkata,Saduli,916,3820,0.35,Flat,3 BHK,3,Yes,0.0456,N/A,city,3994.19,4176.33,4366.77
9194,Kolkata,Amtala,670,5300,0.36,Flat,2 BHK,2,Yes,0.0456,N/A,city,5541.68,5794.38,6058.6
9195,Kolkata,Dunlop,588,3570,0.21,Flat,1 BHK,2,No,0.0456,N/A,city,3732.79,3903.01,4080.98
9196,Kolkata,Harinavi,6300,1110,0.7,Independent House,5 BHK,4,Yes,0.0456,N/A,city,1160.62,1213.54,1268.88
9197,Kolkata,Mahheshtala,3000,5330,1.6,Independent House,4 BHK,5,Yes,0.0456,N/A,city,5573.05,5827.18,6092.9
9198,Kolkata,Baghbazar,1439,13900,2,Independent House,5 BHK,3,No,0.0456,N/A,city,14533.84,15196.58,15889.55
9199,Kolkata,Saduli,915,3500,0.32,Flat,3 BHK,3,Yes,0.0456,N/A,city,3659.6,3826.48,4000.97
9200,Kolkata,Diamond Harbour,1881,10100,1.9,Flat,3 BHK,3,Yes,0.0456,N/A,city,10560.56,11042.12,11545.64
9201,Kolkata,Baranagar,740,4050,0.3,Flat,2 BHK,2,No,0.0456,N/A,city,4234.68,4427.78,4629.69
9202,Kolkata,Paschim Chowbaga,550,3180,0.17,Flat,2 BHK,2,No,0.0456,N/A,city,3325.01,3476.63,3635.16
9203,Kolkata,Diamond Harbour,790,4050,0.32,Flat,2 BHK,2,No,0.0456,N/A,city,4234.68,4427.78,4629.69
9204,Kolkata,Rajarhat,655,5040,0.33,Flat,1 BK,2,No,0.0456,0.1003,locality,5545.51,6101.73,6713.73
9205,Kolkata,Barasat,2160,6940,1.5,Independent House,2 BHK,4,Yes,0.0456,N/A,city,7256.46,7587.36,7933.34
9206,Kolkata,Saduli,916,4370,0.4,Flat,3 BHK,3,Yes,0.0456,N/A,city,4569.27,4777.63,4995.49
9207,Kolkata,Dum Dum Park,150,4000,0.06,Flat,1 BK,1,No,0.0456,N/A,city,4182.4,4373.12,4572.53
9208,Kolkata,Berunanpukhuria,615,3250,0.2,Flat,2 BHK,2,No,0.0456,N/A,city,3398.2,3553.16,3715.18
9209,Kolkata,Budge Budge,750,3470,0.26,Independent House,2 BHK,2,Yes,0.0456,N/A,city,3628.23,3793.68,3966.67
9210,Kolkata,East Kolkata Township,2880,12500,3.6,Independent House,2 BHK,4,Yes,0.0456,N/A,city,13070,13665.99,14289.16
9211,Kolkata,Alipore,2250,8360,1.88,Independent House,10 BHK,4,Yes,0.0456,N/A,city,8741.22,9139.82,9556.59
9212,Kolkata,Purba Barisha,608,3780,0.23,Flat,1 BHK,2,No,0.0456,N/A,city,3952.37,4132.6,4321.04
9213,Kolkata,Natagarh,2900,2410,0.7,Independent House,3 BHK,4,Yes,0.0456,N/A,city,2519.9,2634.8,2754.95
9214,Kolkata,Santoshpur,1150,5650,0.65,Flat,3 BHK,3,Yes,0.0456,N/A,city,5907.64,6177.03,6458.7
9215,Kolkata,Ariadaha,1270,2360,0.3,Flat,3 BHK,3,No,0.0456,N/A,city,2467.62,2580.14,2697.79
9216,Kolkata,Birati,2201,3860,0.85,Flat,4 BHK,4,Yes,0.0456,N/A,city,4036.02,4220.06,4412.49
9217,Kolkata,Pailan,1075,3250,0.35,Flat,3 BHK,3,Yes,0.0456,N/A,city,3398.2,3553.16,3715.18
9218,Kolkata,Pailan,1075,2700,0.29,Flat,2 BHK,3,Yes,0.0456,N/A,city,2823.12,2951.85,3086.46
9219,Kolkata,Hridaypur,3600,2080,0.75,Independent House,8 BHK,2,Yes,0.0456,N/A,city,2174.85,2274.02,2377.72
9220,Kolkata,Subhasgram,860,3720,0.32,Independent House,2 BHK,3,Yes,0.0456,N/A,city,3889.63,4067,4252.45
9221,Kolkata,Pailan,1100,2640,0.29,Flat,2 BHK,3,No,0.0456,N/A,city,2760.38,2886.26,3017.87
9222,Kolkata,Halisahar,3000,2170,0.65,Independent House,3 BHK,3,Yes,0.0456,N/A,city,2268.95,2372.42,2480.6
9223,Kolkata,Bantala,1240,3230,0.4,Independent House,3 BHK,3,Yes,0.0456,N/A,city,3377.29,3531.29,3692.32
9224,Kolkata,Bow Bazaar,11500,4170,4.8,Independent House,10 BHK,2,Yes,0.0456,N/A,city,4360.15,4558.97,4766.86
9225,Kolkata,Pancha Sayar,507,3250,0.16,Flat,1 BHK,2,No,0.0456,N/A,city,3398.2,3553.16,3715.18
9226,Kolkata,Dum Dum Park,2200,3860,0.85,Flat,4 BHK,4,Yes,0.0456,N/A,city,4036.02,4220.06,4412.49
9227,Kolkata,Krolbaria,2000,3600,0.72,Villa,4 BHK,4,Yes,0.0456,N/A,city,3764.16,3935.81,4115.28
9228,Kolkata,Mahheshtala,712,5340,0.38,Flat,2 BHK,2,No,0.0456,N/A,city,5583.5,5838.11,6104.33
9229,Kolkata,Pailan,2200,2640,0.58,Villa,5 BHK,4,Yes,0.0456,N/A,city,2760.38,2886.26,3017.87
9230,Kolkata,Sinthi,3239,13890,4.5,Independent House,10 BHK,2,Yes,0.0456,N/A,city,14523.38,15185.65,15878.12
9231,Kolkata,Purba Barisha,2600,5380,1.4,Independent House,4 BHK,4,Yes,0.0456,N/A,city,5625.33,5881.84,6150.05
9232,Kolkata,Pailan,2200,2640,0.58,Independent House,7 BHK,4,Yes,0.0456,N/A,city,2760.38,2886.26,3017.87
9233,Kolkata,Kasba,320,6250,0.2,Flat,1 BK,1,Yes,0.0456,N/A,city,6535,6833,7144.58
9234,Kolkata,Kalikapur,1850,7300,1.35,Flat,3 BHK,3,Yes,0.0456,N/A,city,7632.88,7980.94,8344.87
9235,Kolkata,Sarsuna,3000,3000,0.9,Flat,5 BHK,1,Yes,0.0456,N/A,city,3136.8,3279.84,3429.4
9236,Kolkata,Habra,432,4050,0.17,Flat,1 BHK,2,No,0.0456,N/A,city,4234.68,4427.78,4629.69
9237,Kolkata,Barrackpore,1084,3230,0.35,Flat,3 BHK,3,No,0.0456,N/A,city,3377.29,3531.29,3692.32
9238,Kolkata,Sarsuna,3600,2780,1,Independent House,7 BHK,6,Yes,0.0456,N/A,city,2906.77,3039.32,3177.91
9239,Kolkata,Teghoria,850,4000,0.34,Flat,2 BHK,3,No,0.0456,N/A,city,4182.4,4373.12,4572.53
9240,Kolkata,Rajarhat,730,3150,0.23,Flat,2 BHK,2,No,0.0456,0.1003,locality,3465.94,3813.58,4196.08
9241,Kolkata,Pancha Sayar,462,3140,0.15,Flat,1 BHK,2,Yes,0.0456,N/A,city,3283.18,3432.9,3589.44
9242,Kolkata,Khidirpur,650,8620,0.56,Flat,2 BHK,2,No,0.0456,N/A,city,9013.07,9424.07,9853.81
9243,Kolkata,Boral,1200,2920,0.35,Independent House,4 BHK,3,No,0.0456,N/A,city,3053.15,3192.38,3337.95
9244,Kolkata,Sonarpur,1950,3590,0.7,Independent House,7 BHK,3,Yes,0.0456,N/A,city,3753.7,3924.87,4103.85
9245,Kolkata,New Town,907,3750,0.34,Flat,2 BHK,3,Yes,0.0456,N/A,city,3921,4099.8,4286.75
9246,Kolkata,Mukundapur,1638,7330,1.2,Independent House,3 BHK,3,Yes,0.0456,N/A,city,7664.25,8013.74,8379.16
9247,Pune,Chinchwad,840,6790,0.57,Flat,2 BHK,3,Yes,0.0571,N/A,city,7177.71,7587.56,8020.81
9248,Pune,Pisoli,1100,4360,0.48,Flat,2 BHK,3,Yes,0.0571,N/A,city,4608.96,4872.13,5150.33
9249,Pune,Undri,699,4650,0.33,Flat,1 BHK,2,No,0.0571,N/A,city,4915.51,5196.19,5492.89
9250,Pune,Hadapsar,810,5180,0.42,Flat,2 BHK,3,Yes,0.0571,0.1065,locality,5731.67,6342.09,7017.53
9251,Pune,Parvati Darshan,1500,11200,1.68,Flat,2 BHK,3,Yes,0.0571,N/A,city,11839.52,12515.56,13230.19
9252,Pune,Manjari Khurd,1500,5330,0.8,Flat,3 BHK,3,No,0.0571,N/A,city,5634.34,5956.06,6296.16
9253,Pune,Moshi,1009,5650,0.57,Flat,2 BHK,3,Yes,0.0571,0.0352,locality,5848.88,6054.76,6267.89
9254,Pune,Chinchwad,648,7250,0.47,Flat,1 BHK,2,Yes,0.0571,N/A,city,7663.98,8101.59,8564.19
9255,Pune,Pimple Saudagar,1197,7180,0.86,Flat,2 BHK,3,Yes,0.0571,N/A,city,7589.98,8023.37,8481.5
9256,Pune,Maan,600,5330,0.32,Flat,1 BHK,2,Yes,0.0571,N/A,city,5634.34,5956.06,6296.16
9257,Pune,Bhukum,1268,4890,0.62,Flat,2 BHK,3,Yes,0.0571,N/A,city,5169.22,5464.38,5776.4
9258,Pune,Hinjewadi,1050,7140,0.75,Flat,2 BHK,3,Yes,0.0571,N/A,city,7547.69,7978.67,8434.25
9259,Pune,Katraj,4747,3160,1.5,Flat,5+ BHK,5,Yes,0.0571,N/A,city,3340.44,3531.17,3732.8
9260,Pune,Lavasa,965,8290,0.8,Flat,2 BHK,3,Yes,0.0571,N/A,city,8763.36,9263.75,9792.71
9261,Pune,Shukrawar Peth,1187,12640,1.5,Flat,4 BHK,3,No,0.0571,N/A,city,13361.74,14124.7,14931.22
9262,Pune,Spine Road,765,7380,0.56,Flat,1 BHK,2,No,0.0571,N/A,city,7801.4,8246.86,8717.75
9263,Pune,Ambegaon Budruk,928,6460,0.6,Flat,2 BHK,3,Yes,0.0571,N/A,city,6828.87,7218.79,7630.99
9264,Pune,Undri,2725,6790,1.85,Independent House,3 BHK,4,Yes,0.0571,N/A,city,7177.71,7587.56,8020.81
9265,Pune,Gahunje,494,12140,0.6,Flat,1 BHK,2,No,0.0571,N/A,city,12833.19,13565.97,14340.59
9266,Pune,Pirangut,1900,4000,0.76,Villa,3 BHK,3,Yes,0.0571,N/A,city,4228.4,4469.84,4725.07
9267,Pune,Vadgaon Budruk,710,9150,0.65,Flat,2 BHK,2,Yes,0.0571,N/A,city,9672.46,10224.76,10808.6
9268,Pune,Mohammed Wadi,1078,4870,0.52,Flat,2 BHK,3,No,0.0571,N/A,city,5148.08,5442.03,5752.77
9269,Pune,Lohegaon,586,5290,0.31,Flat,1 BHK,2,Yes,0.0571,N/A,city,5592.06,5911.37,6248.9
9270,Pune,Loni Kalbhor,1100,3910,0.43,Flat,2 BHK,3,Yes,0.0571,N/A,city,4133.26,4369.27,4618.76
9271,Pune,Dhayari,700,5000,0.35,Flat,1 BHK,2,No,0.0571,0.0321,locality,5160.5,5326.15,5497.12
9272,Pune,Hadapsar,792,5180,0.41,Flat,2 BHK,2,No,0.0571,0.1065,locality,5731.67,6342.09,7017.53
9273,Pune,Wagholi,1180,4490,0.53,Flat,2 BHK,3,No,0.0571,0.0247,locality,4600.9,4714.55,4830.99
9274,Pune,Baner,671,7000,0.47,Flat,1 BHK,2,Yes,0.0571,N/A,city,7399.7,7822.22,8268.87
9275,Pune,Pimpri,1431,8110,1.16,Flat,2.5 BHK,3,No,0.0571,0.0465,locality,8487.12,8881.77,9294.77
9276,Pune,Mohammed Wadi,2225,7870,1.75,Villa,3 BHK,4,Yes,0.0571,N/A,city,8319.38,8794.41,9296.57
9277,Pune,Talegaon Dabhade,770,4540,0.35,Flat,1 BHK,2,Yes,0.0571,0.0331,locality,4690.27,4845.52,5005.91
9278,Pune,Lohegaon,700,5290,0.37,Flat,1 BHK,2,Yes,0.0571,N/A,city,5592.06,5911.37,6248.9
9279,Pune,Hadapsar,3150,11900,3.75,Villa,6 BHK,2,Yes,0.0571,0.1065,locality,13167.35,14569.67,16121.34
9280,Pune,Dapodi,875,8000,0.7,Flat,2 BHK,3,Yes,0.0571,N/A,city,8456.8,8939.68,9450.14
9281,Pune,Dhayari,1000,5700,0.57,Flat,2 BHK,3,No,0.0571,0.0321,locality,5882.97,6071.81,6266.72
9282,Pune,Handewadi,938,4580,0.43,Flat,2 BHK,3,Yes,0.0571,N/A,city,4841.52,5117.97,5410.2
9283,Pune,Pimpri,980,5920,0.58,Flat,2 BHK,3,No,0.0571,0.0465,locality,6195.28,6483.36,6784.84
9284,Pune,Pimple Nilakh,750,10000,0.75,Flat,2 BHK,2,No,0.0571,N/A,city,10571,11174.6,11812.67
9285,Pune,Bavdhan,2236,9660,2.16,Flat,3 BHK,4,Yes,0.0571,N/A,city,10211.59,10794.67,11411.04
9286,Pune,Wakad,1255,5740,0.72,Flat,2 BHK,3,Yes,0.0571,N/A,city,6067.75,6414.22,6780.47
9287,Pune,Mohammed Wadi,1130,5750,0.65,Flat,2 BHK,3,Yes,0.0571,N/A,city,6078.32,6425.4,6792.29
9288,Pune,Kamshet,840,10710,0.9,Flat,2 BHK,3,Yes,0.0571,N/A,city,11321.54,11968,12651.37
9289,Pune,Kalyani Nagar,1500,12670,1.9,Flat,3 BHK,3,Yes,0.0571,N/A,city,13393.46,14158.22,14966.66
9290,Pune,Akurdi,1600,6560,1.05,Flat,3 BHK,3,No,0.0571,N/A,city,6934.58,7330.54,7749.11
9291,Pune,Tathawade,1200,8750,1.05,Flat,3 BHK,3,No,0.0571,N/A,city,9249.62,9777.78,10336.09
9292,Pune,Mohammed Wadi,1168,5820,0.68,Flat,2 BHK,3,Yes,0.0571,N/A,city,6152.32,6503.62,6874.98
9293,Pune,Moshi,759,5010,0.38,Flat,2 BHK,2,Yes,0.0571,0.0352,locality,5186.35,5368.91,5557.9
9294,Pune,Balewadi,1350,8520,1.15,Flat,3 BHK,3,No,0.0571,N/A,city,9006.49,9520.76,10064.4
9295,Pune,Pirangut,935,3740,0.35,Flat,2 BHK,3,No,0.0571,N/A,city,3953.55,4179.3,4417.94
9296,Pune,Handewadi,588,4250,0.25,Flat,1 BHK,2,Yes,0.0571,N/A,city,4492.67,4749.21,5020.39
9297,Pune,Talegaon Dabhade,991,2980,0.3,Flat,2 BHK,3,No,0.0571,0.0331,locality,3078.64,3180.54,3285.82
9298,Pune,Ganeshkhind,4000,8000,3.2,Villa,3.5 BHK,5,Yes,0.0571,N/A,city,8456.8,8939.68,9450.14
9299,Pune,Vadgaon,579,3370,0.2,Flat,1 BHK,2,No,0.0571,N/A,city,3562.43,3765.84,3980.87
9300,Pune,Fursungi,560,4010,0.22,Flat,1 BHK,2,Yes,0.0571,0.0098,locality,4049.3,4088.98,4129.05
9301,Pune,Fursungi,2437,4720,1.15,Villa,4 BHK,4,Yes,0.0571,0.0098,locality,4766.26,4812.97,4860.13
9302,Pune,Chakan,882,3740,0.33,Flat,2 BHK,3,Yes,0.0571,0.0246,locality,3832,3926.27,4022.86
9303,Pune,Kondhwa,800,6250,0.5,Flat,2 BHK,1,Yes,0.0571,N/A,city,6606.88,6984.13,7382.92
9304,Pune,Moshi,750,4400,0.33,Flat,2 BHK,2,No,0.0571,0.0352,locality,4554.88,4715.21,4881.19
9305,Pune,Wanowrie,1700,5590,0.95,Flat,3 BHK,3,Yes,0.0571,N/A,city,5909.19,6246.6,6603.28
9306,Pune,Chinchwad,720,9300,0.67,Flat,2 BHK,2,No,0.0571,N/A,city,9831.03,10392.38,10985.79
9307,Pune,Pimple Nilakh,852,5630,0.48,Flat,2 BHK,3,Yes,0.0571,N/A,city,5951.47,6291.3,6650.54
9308,Pune,Lohegaon,1950,2920,0.57,Villa,3 BHK,3,Yes,0.0571,N/A,city,3086.73,3262.98,3449.3
9309,Pune,Ambegaon Pathar,625,3500,0.22,Flat,1 BHK,2,No,0.0571,N/A,city,3699.85,3911.11,4134.44
9310,Pune,Baner,2600,8650,2.25,Independent House,4 BHK,4,Yes,0.0571,N/A,city,9143.91,9666.03,10217.96
9311,Pune,Dhayari,780,5060,0.39,Flat,2 BHK,2,No,0.0571,0.0321,locality,5222.43,5390.07,5563.09
9312,Pune,Narhe,590,4240,0.25,Flat,1 BHK,2,Yes,0.0571,N/A,city,4482.1,4738.03,5008.57
9313,Pune,Ambegaon Budruk,550,6180,0.34,Flat,1 BHK,2,Yes,0.0571,N/A,city,6532.88,6905.91,7300.23
9314,Pune,Dhanori,600,5330,0.32,Flat,1 BHK,2,No,0.0571,N/A,city,5634.34,5956.06,6296.16
9315,Pune,Wagholi,600,3980,0.24,Flat,1 BHK,2,Yes,0.0571,0.0247,locality,4078.31,4179.04,4282.26
9316,Pune,Dhanori,395,5820,0.23,Flat,1 BK,1,No,0.0571,N/A,city,6152.32,6503.62,6874.98
9317,Pune,Bhugaon,1903,7360,1.4,Flat,3 BHK,3,Yes,0.0571,N/A,city,7780.26,8224.51,8694.13
9318,Pune,Pimpri,999,11010,1.1,Flat,3 BHK,3,No,0.0571,0.0465,locality,11521.96,12057.74,12618.42
9319,Pune,Ambegaon Budruk,985,7410,0.73,Flat,2 BHK,3,No,0.0571,N/A,city,7833.11,8280.38,8753.19
9320,Pune,Bhugaon,1297,5550,0.72,Flat,2 BHK,3,Yes,0.0571,N/A,city,5866.9,6201.91,6556.03
9321,Pune,Pimpri,1505,8640,1.3,Flat,3 BHK,3,No,0.0571,0.0465,locality,9041.76,9462.2,9902.19
9322,Pune,Tathawade,1150,9560,1.1,Flat,2 BHK,3,Yes,0.0571,N/A,city,10105.88,10682.92,11292.92
9323,Pune,Pisoli,1030,4850,0.5,Flat,2 BHK,3,Yes,0.0571,N/A,city,5126.93,5419.68,5729.15
9324,Pune,Lohegaon,850,5880,0.5,Flat,2 BHK,3,Yes,0.0571,N/A,city,6215.75,6570.67,6945.85
9325,Pune,Warje,335,7160,0.24,Flat,1 BK,1,No,0.0571,N/A,city,7568.84,8001.02,8457.87
9326,Pune,Kalewadi,977,6340,0.62,Flat,2 BHK,3,Yes,0.0571,N/A,city,6702.01,7084.7,7489.24
9327,Pune,Ashok Nagar,1106,14470,1.6,Flat,2 BHK,3,No,0.0571,N/A,city,15296.24,16169.65,17092.94
9328,Pune,Dhanori,574,6450,0.37,Flat,1 BHK,2,No,0.0571,N/A,city,6818.29,7207.62,7619.17
9329,Pune,Saswad,725,3450,0.25,Flat,2 BHK,2,No,0.0571,N/A,city,3647,3855.24,4075.37
9330,Pune,Handewadi,367,4630,0.17,Flat,1 BK,1,Yes,0.0571,N/A,city,4894.37,5173.84,5469.27
9331,Pune,Hadapsar,930,5160,0.48,Flat,2 BHK,3,No,0.0571,0.1065,locality,5709.54,6317.61,6990.43
9332,Pune,Marunji,1700,6180,1.05,Flat,3 BHK,3,Yes,0.0571,N/A,city,6532.88,6905.91,7300.23
9333,Pune,Mamurdi,1241,6040,0.75,Flat,3 BHK,3,No,0.0571,N/A,city,6384.88,6749.46,7134.86
9334,Pune,Wakad,590,7120,0.42,Flat,1 BHK,2,No,0.0571,N/A,city,7526.55,7956.32,8410.62
9335,Pune,Talegaon Dabhade,2150,6370,1.37,Villa,3 BHK,4,Yes,0.0571,0.0331,locality,6580.85,6798.67,7023.71
9336,Pune,Rahatani,545,7710,0.42,Flat,1 BHK,2,Yes,0.0571,N/A,city,8150.24,8615.62,9107.57
9337,Pune,Undri,1400,4640,0.65,Flat,3 BHK,3,No,0.0571,N/A,city,4904.94,5185.02,5481.08
9338,Pune,Fursungi,422,8290,0.35,Flat,1 BHK,2,Yes,0.0571,0.0098,locality,8371.24,8453.28,8536.12
9339,Pune,Wagholi,679,3830,0.26,Flat,1 BHK,2,No,0.0571,0.0247,locality,3924.6,4021.54,4120.87
9340,Pune,Koregaon Park,1300,14230,1.85,Flat,3 BHK,3,Yes,0.0571,N/A,city,15042.53,15901.46,16809.44
9341,Pune,Punawale,1110,5320,0.59,Flat,2 BHK,3,No,0.0571,N/A,city,5623.77,5944.89,6284.34
9342,Pune,Kirkatwadi,430,4530,0.19,Flat,1 BHK,2,Yes,0.0571,N/A,city,4788.66,5062.1,5351.14
9343,Pune,Pirangut,590,5000,0.3,Flat,1 BHK,2,Yes,0.0571,N/A,city,5285.5,5587.3,5906.34
9344,Pune,Vikas Nagar,717,5580,0.4,Flat,2 BHK,2,No,0.0571,N/A,city,5898.62,6235.43,6591.47
9345,Pune,Chakan,652,3830,0.25,Flat,1 BHK,2,Yes,0.0571,0.0246,locality,3924.22,4020.75,4119.66
9346,Pune,Rahatani,1140,7130,0.81,Flat,2 BHK,3,Yes,0.0571,N/A,city,7537.12,7967.49,8422.44
9347,Pune,Kesnand,788,4310,0.34,Flat,1 BHK,2,No,0.0571,N/A,city,4556.1,4816.25,5091.26
9348,Pune,Dhanori,845,7690,0.65,Flat,2 BHK,3,Yes,0.0571,N/A,city,8129.1,8593.27,9083.95
9349,Pune,Shirgaon,562,4090,0.23,Flat,1 BHK,2,Yes,0.0571,N/A,city,4323.54,4570.41,4831.38
9350,Pune,Hinjewadi,750,7330,0.55,Flat,2 BHK,2,Yes,0.0571,N/A,city,7748.54,8190.98,8658.69
9351,Pune,Bhosari,570,6140,0.35,Flat,1 BHK,2,No,0.0571,N/A,city,6490.59,6861.21,7252.98
9352,Pune,Wadgaon Sheri,865,7980,0.69,Flat,2 BHK,3,Yes,0.0571,N/A,city,8435.66,8917.33,9426.51
9353,Pune,Guruwar Peth,424,6540,0.28,Flat,1 BHK,2,No,0.0571,N/A,city,6913.43,7308.19,7725.49
9354,Pune,Ambegaon Budruk,597,3600,0.21,Flat,1 BHK,2,No,0.0571,N/A,city,3805.56,4022.86,4252.56
9355,Pune,Lohegaon,800,3750,0.3,Flat,2 BHK,6,Yes,0.0571,N/A,city,3964.12,4190.48,4429.75
9356,Pune,Chinchwad,694,5040,0.35,Flat,2 BHK,2,No,0.0571,N/A,city,5327.78,5632,5953.59
9357,Pune,Lohegaon,1780,3650,0.65,Villa,3.5 BHK,3,Yes,0.0571,N/A,city,3858.42,4078.73,4311.63
9358,Pune,Chinchwad,620,5970,0.37,Flat,1 BHK,2,Yes,0.0571,N/A,city,6310.89,6671.24,7052.17
9359,Pune,Hadapsar,1230,6100,0.75,Independent House,3 BHK,3,No,0.0571,0.1065,locality,6749.65,7468.49,8263.88
9360,Pune,Pimple Gurav,850,6290,0.53,Flat,2 BHK,3,No,0.0571,N/A,city,6649.16,7028.83,7430.17
9361,Pune,Hadapsar,750,4000,0.3,Flat,2 BHK,2,No,0.0571,0.1065,locality,4426,4897.37,5418.94
9362,Pune,Dighi,630,4760,0.3,Flat,1 BHK,2,No,0.0571,N/A,city,5031.8,5319.11,5622.83
9363,Pune,Yashwantrao Chavan Nagar,1400,9430,1.32,Independent House,3 BHK,3,Yes,0.0571,N/A,city,9968.45,10537.65,11139.35
9364,Pune,Shewalewadi,570,4040,0.23,Flat,1 BHK,2,Yes,0.0571,N/A,city,4270.68,4514.54,4772.32
9365,Pune,Kharadi,573,6630,0.38,Flat,1 BHK,2,Yes,0.0571,N/A,city,7008.57,7408.76,7831.8
9366,Pune,Wagholi,900,4670,0.42,Flat,2 BHK,3,No,0.0571,0.0247,locality,4785.35,4903.55,5024.66
9367,Pune,Vadgaon Budruk,736,4280,0.32,Flat,2 BHK,2,No,0.0571,N/A,city,4524.39,4782.73,5055.82
9368,Pune,Alandi,605,3970,0.24,Flat,1 BHK,2,Yes,0.0571,N/A,city,4196.69,4436.32,4689.63
9369,Pune,Aundh,1980,7320,1.45,Flat,3 BHK,3,Yes,0.0571,N/A,city,7737.97,8179.81,8646.88
9370,Pune,Hadapsar,1700,12650,2.15,Flat,4 BHK,3,Yes,0.0571,0.1065,locality,13997.22,15487.93,17137.39
9371,Pune,Narhe,780,3460,0.27,Flat,2 BHK,2,No,0.0571,N/A,city,3657.57,3866.41,4087.19
9372,Pune,Ambegaon Budruk,645,6200,0.4,Flat,1 BHK,2,Yes,0.0571,N/A,city,6554.02,6928.25,7323.86
9373,Pune,Loni Kalbhor,450,7330,0.33,Flat,1 BHK,2,Yes,0.0571,N/A,city,7748.54,8190.98,8658.69
9374,Pune,Hinjewadi Phase 3,1007,5160,0.52,Flat,2 BHK,3,No,0.0571,N/A,city,5454.64,5766.1,6095.34
9375,Pune,Warje,640,6560,0.42,Flat,1 BHK,2,Yes,0.0571,N/A,city,6934.58,7330.54,7749.11
9376,Pune,Kesnand,1056,3410,0.36,Independent House,2 BHK,3,No,0.0571,N/A,city,3604.71,3810.54,4028.12
