Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
SGIL Gardenia,"2 BHK Flat for sale in Narendrapur, Kolkata",₹55.0 L,"Ramchandrapur, Narendrapur,Kolkata",882,6240,3,No
"Swamiji nagar,Rajbari, Dum Dum,Kolkata","1 BHK Flat for sale in Dum Dum, Kolkata",₹16.0 L,"Swamiji nagar,Rajbari, Dum Dum,Kolkata",452,3540,2,No
Godrej Prakriti,"2 BHK Flat for sale in Sodepur, Kolkata",₹50.0 L,"Math Bagan, Sodepur,Kolkata",929,5380,3,No
"Chowhati, Rajpur,Kolkata","2 BHK Flat for sale in Rajpur, Kolkata",₹30.0 L,"Chowhati, Rajpur,Kolkata",910,3300,3,Yes
"Sinthi, Kolkata","2 BHK Flat for sale in Sinthi, Kolkata",₹45.0 L,"Sinthi, Kolkata",910,4950,3,No
Eden Richmond Enclave,"2 BHK Flat for sale in Narendrapur, Kolkata",₹36.0 L,"Ramchandrapur, Narendrapur,Kolkata",891,4040,3,Yes
"CPT Colony, Taratala,Kolkata","3.5 BHK Flat for sale in Taratala, Kolkata",₹60.0 L,"CPT Colony, Taratala,Kolkata",1165,5150,3,No
Calcutta Green,"2 BHK Flat for sale in Santoshpur, Kolkata",₹35.0 L,"Survey Park, Santoshpur,Kolkata",630,5550,2,Yes
"Patuli, Kolkata","2 BHK Flat for sale in Patuli, Kolkata",₹50.0 L,"Patuli, Kolkata",750,6670,2,Yes
Bakul Niwas,"2 BHK Flat for sale in Ward No 113, Kolkata",₹30.0 L,"Niranjan Pally, Ward No 113,Kolkata",820,3660,3,Yes
"Naktala, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹48.0 L,"Naktala, Garia,Kolkata",780,6150,2,No
"Utkarsha apartment ,Nagerbazar, Kolkata","2 BHK Flat for sale in Nagerbazar, Kolkata",₹48.0 L,"Utkarsha apartment ,Nagerbazar, Kolkata",863,5560,3,No
"Vatika Apartment,Panchanan Tala, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹44.0 L,"Vatika Apartment,Panchanan Tala, Behala,Kolkata",1019,4320,3,No
"Block A, Bangur Avenue,Kolkata","2 BHK Flat for sale in Bangur Avenue, Kolkata",₹28.0 L,"Block A, Bangur Avenue,Kolkata",717,3900,2,No
"Sinthi, Kolkata","2 BHK Flat for sale in Sinthi, Kolkata",₹44.0 L,"Sinthi, Kolkata",910,4830,3,Yes
"IMAN COPERATIVE HOUSING,Shakuntala Park, Sarsuna,Kolkata","3 BHK Flat for sale in Sarsuna, Kolkata",₹80.0 L,"IMAN COPERATIVE HOUSING,Shakuntala Park, Sarsuna,Kolkata",1600,5000,3,No
"Bina Enclave,Sarsuna, Kolkata","2 BHK Flat for sale in Sarsuna, Kolkata",₹27.0 L,"Bina Enclave,Sarsuna, Kolkata",916,2950,3,No
Diamond City West,"2 BHK Flat for sale in Behala, Kolkata",₹53.0 L,"Panchanan Tala, Behala,Kolkata",980,5410,3,No
PayamantiSociety,"3 BHK Flat for sale in East Kolkata Township, Kolkata",₹54.0 L,"Sector G, East Kolkata Township,Kolkata",831,6500,3,No
Gita Apartment,"3 BHK Flat for sale in South Dum Dum, Kolkata",₹42.0 L,"Bandhabnagar, South Dum Dum,Kolkata",1260,3330,3,Yes
Siddha Town,"2 BHK Flat for sale in Baguiati, Kolkata",₹25.0 L,"Jagatpur, Baguiati,Kolkata",750,3330,2,Yes
DLF New Town Heights,"4 BHK Flat for sale in New Town, Kolkata",₹2.3 Cr,"Action Area III, New Town,Kolkata",3291,6990,4,Yes
"Reekjoyoni, Rajarhat,Kolkata","3 BHK Flat for sale in Rajarhat, Kolkata",₹48.0 L,"Reekjoyoni, Rajarhat,Kolkata",1243,3860,3,No
Maa Tara Apartment,"2 BHK Flat for sale in Panihati, Kolkata",₹32.0 L,"Ramkrishna Pally, Panihati,Kolkata",1120,2860,3,Yes
"Mousumi Apartment,Fartabad, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹26.0 L,"Mousumi Apartment,Fartabad, Garia,Kolkata",650,4000,2,Yes
BALAKA APARTMENT,"2 BHK Flat for sale in Paschim Barisha, Kolkata",₹35.0 L,"Sakher Bazar, Paschim Barisha,Kolkata",832,4210,3,Yes
Ashok Avenue,"2 BHK Flat for sale in Netaji Nagar, Kolkata",₹32.0 L,"Naktala, Netaji Nagar,Kolkata",704,4540,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata","3 BHK Flat for sale in Dum Dum Cantonment, Kolkata",₹42.0 L,"Rajbari, Dum Dum Cantonment,Kolkata",1260,3330,3,Yes
"Rani Rashmoni Bagan, Santoshpur,Kolkata","3 BHK Flat for sale in Santoshpur, Kolkata",₹60.0 L,"Rani Rashmoni Bagan, Santoshpur,Kolkata",1010,5940,3,No
Mainaak Gardens,"3 BHK Flat for sale in Garia, Kolkata",₹45.0 L,"Garia Gardens, Garia,Kolkata",1000,4500,3,No
Natural Heights,"2 BHK Flat for sale in Lake Town, Kolkata",₹75.0 L,"Shreebhumi, Lake Town,Kolkata",1182,6340,3,No
"Dream Expe,Jagatpur, Baguiati,Kolkata","3 BHK Flat for sale in Baguiati, Kolkata",₹52.0 L,"Dream Expe,Jagatpur, Baguiati,Kolkata",1465,3550,3,Yes
"Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹31.0 L,"Ramchandrapur, Narendrapur,Kolkata",840,3690,3,No
Tolly Twins,"2 BHK Flat for sale in Kabardanga, Kolkata",₹35.0 L,"Kabardanga, Kolkata",654,5350,2,Yes
"Greater Bakul Bithi, Thakurpukur,Kolkata","2.5 BHK Flat for sale in Thakurpukur, Kolkata",₹30.0 L,"Greater Bakul Bithi, Thakurpukur,Kolkata",680,4410,2,Yes
Vivekananda Abasan,"3 BHK Flat for sale in Rahara, Kolkata",₹75.0 L,"Sharada Pally, Rahara,Kolkata",1800,4170,3,Yes
"Gupta Ashiana,Atghara, Nayabad,Kolkata","2 BHK Flat for sale in Nayabad, Kolkata",₹34.0 L,"Gupta Ashiana,Atghara, Nayabad,Kolkata",903,3770,3,No
"Eden Flora 1,Atghara, Nayabad,Kolkata","2 BHK Flat for sale in Nayabad, Kolkata",₹55.0 L,"Eden Flora 1,Atghara, Nayabad,Kolkata",940,5850,3,No
"MOHANALAYA,Regent Estate, Bijoygarh,Kolkata","3 BHK Flat for sale in Bijoygarh, Kolkata",₹70.0 L,"MOHANALAYA,Regent Estate, Bijoygarh,Kolkata",1400,5000,3,Yes
"Mohanalaya Aapartment ,Regent Estate, Bijoygarh,Kolkata","3 BHK Flat for sale in Bijoygarh, Kolkata",₹70.0 L,"Mohanalaya Aapartment ,Regent Estate, Bijoygarh,Kolkata",1572,4450,3,Yes
Arihant Arihant Garden,"2 BHK Flat for sale in Chotto Chandpur, Kolkata",₹46.0 L,"Jagadishpur, Chotto Chandpur,Kolkata",753,6110,2,Yes
Swabhumi Abasan,2 BHK Flat for sale in Kolkata,₹35.0 L,"Behala Mauza, ,Kolkata",810,4320,3,Yes
"brindavan garden,Seal Lane, Tangra,Kolkata","2 BHK Flat for sale in Tangra, Kolkata",₹75.0 L,"brindavan garden,Seal Lane, Tangra,Kolkata",1098,6830,3,Yes
Radharani  apartment,"2 BHK Flat for sale in Paikpara, Kolkata",₹48.0 L,"Rishi, Paikpara,Kolkata",804,5970,3,Yes
"Grand View Apartments,Dum Dum Park, Kolkata","2 BHK Flat for sale in Dum Dum Park, Kolkata",₹32.0 L,"Grand View Apartments,Dum Dum Park, Kolkata",800,4000,3,No
Eden Flora,"2 BHK Flat for sale in Pancha Sayar, Kolkata",₹55.0 L,"Budherhat, Pancha Sayar,Kolkata",940,5850,3,Yes
Pratiksha,"2 BHK Flat for sale in Jadavpur, Kolkata",₹50.0 L,"South City Complex, Jadavpur,Kolkata",800,6250,2,Yes
"Gopalpur Gram, Rajarhat,Kolkata","2 BHK Flat for sale in Rajarhat, Kolkata",₹30.0 L,"Gopalpur Gram, Rajarhat,Kolkata",750,4000,2,Yes
Swastik Apartment,"3 BHK Flat for sale in Jadavpur, Kolkata",₹60.0 L,"Jadavpur, Kolkata",840,7140,3,No
"Garia bhramhapur ,Baidyapara, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹35.0 L,"Garia bhramhapur ,Baidyapara, Garia,Kolkata",816,4290,3,Yes
"3 BHK Flats In Thakurpukur Kolkata,Purbasan, Thakurpukur,Kolkata","3 BHK Flat for sale in Thakurpukur, Kolkata",₹51.66 L,"3 BHK Flats In Thakurpukur Kolkata,Purbasan, Thakurpukur,Kolkata",1260,4100,3,Yes
"Kalikapur, Haltu,Kolkata","2 BHK Flat for sale in Haltu, Kolkata",₹40.0 L,"Kalikapur, Haltu,Kolkata",820,4880,3,Yes
Mahaveer Apartment,"3 BHK Flat for sale in Elgin, Kolkata",₹1.3 Cr,"Elgin, Kolkata",1650,7880,3,Yes
"Madhu,Airport Gate no. 1, International Airport,Kolkata","2 BHK Flat for sale in International Airport, Kolkata",₹36.0 L,"Madhu,Airport Gate no. 1, International Airport,Kolkata",950,3790,3,No
Verdant Verdant Radha,"3 BHK Flat for sale in Jadavpur, Kolkata",₹1.4 Cr,"Bikramgarh, Jadavpur,Kolkata",2250,6220,4,Yes
"Patuli, Kolkata","2 BHK Flat for sale in Patuli, Kolkata",₹45.0 L,"Patuli, Kolkata",900,5000,3,Yes
"Annwesha apartment ,Reekjoyoni, Rajarhat,Kolkata","2 BHK Flat for sale in Rajarhat, Kolkata",₹51.0 L,"Annwesha apartment ,Reekjoyoni, Rajarhat,Kolkata",1204,4240,3,Yes
Ekta Floral,"3 BHK Flat for sale in Tangra, Kolkata",₹1.5 Cr,"Seal Lane, Tangra,Kolkata",1476,10160,3,Yes
Avani Victoria Greens,"3 BHK Flat for sale in Garia, Kolkata",₹59.0 L,"Garia Gardens, Garia,Kolkata",1250,4720,3,No
"Himadri ,Ballygunge Gardens, Gariahat,Kolkata","3 BHK Flat for sale in Gariahat, Kolkata",₹2.5 Cr,"Himadri ,Ballygunge Gardens, Gariahat,Kolkata",1787,13990,3,Yes
"Shelt,Desh Bandhu Nagar, Baguiati,Kolkata","1 BHK Flat for sale in Baguiati, Kolkata",₹15.0 L,"Shelt,Desh Bandhu Nagar, Baguiati,Kolkata",550,2730,2,Yes
"satcha,CIT, Cossipore,Kolkata","2 BHK Flat for sale in Cossipore, Kolkata",₹42.0 L,"satcha,CIT, Cossipore,Kolkata",1180,3560,3,Yes
Ideal Heights,"3 BHK Flat for sale in Raja Bazar, Kolkata",₹1.48 Cr,"Raja Bazar, Kolkata",1700,8710,3,Yes
"Purbachal ,Nalban Bheri, Salt Lake City,Kolkata","3 BHK Flat for sale in Salt Lake City, Kolkata",₹65.0 L,"Purbachal ,Nalban Bheri, Salt Lake City,Kolkata",900,7220,3,Yes
"Standalone Apartment,Panchanan Tala, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹45.0 L,"Standalone Apartment,Panchanan Tala, Behala,Kolkata",1010,4460,3,Yes
"Team Taurus Bellagio Lvl Nxt,Jagatpur, Baguiati,Kolkata","4 BHK Flat for sale in Baguiati, Kolkata",₹1.0 Cr,"Team Taurus Bellagio Lvl Nxt,Jagatpur, Baguiati,Kolkata",2235,4470,4,Yes
"Dreamz Asiana,Kalikapur, Kolkata","3 BHK Flat for sale in Kalikapur, Kolkata",₹65.0 L,"Dreamz Asiana,Kalikapur, Kolkata",1200,5420,3,Yes
Natural Residency,"3 BHK Flat for sale in Lake Town, Kolkata",₹89.0 L,"Shreebhumi, Lake Town,Kolkata",1520,5860,3,Yes
"Mrinalini appartment ,Baidyapara, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹42.0 L,"Mrinalini appartment ,Baidyapara, Garia,Kolkata",720,5830,2,Yes
Jaganath Apartment,"2 BHK Flat for sale in Narayantala, Kolkata",₹29.0 L,"Chawal Patty, Narayantala,Kolkata",725,4000,2,Yes
"Shikharkunj Apartment,Daspara, Ultadanga,Kolkata","3 BHK Flat for sale in Ultadanga, Kolkata",₹78.0 L,"Shikharkunj Apartment,Daspara, Ultadanga,Kolkata",1248,6250,3,No
Diamond City South,"3 BHK Flat for sale in Paschim Putiary, Kolkata",₹1.2 Cr,"Sarat Pally, Paschim Putiary,Kolkata",1450,8280,3,Yes
"149 D Garfa Main Road ,Adipally, Santoshpur,Kolkata","2 BHK Flat for sale in Santoshpur, Kolkata",₹45.0 L,"149 D Garfa Main Road ,Adipally, Santoshpur,Kolkata",756,5950,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata","3 BHK Villa for sale in Dum Dum Cantonment, Kolkata",₹80.0 L,"Rajbari, Dum Dum Cantonment,Kolkata",1800,4440,3,Yes
"Kalindi Housing Estate, South Dum Dum,Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹38.5 L,"Kalindi Housing Estate, South Dum Dum,Kolkata",840,4580,3,Yes
Godrej Prakriti Phase 2,"2 BHK Flat for sale in Sodepur, Kolkata",₹39.0 L,"Math Bagan, Sodepur,Kolkata",929,4200,3,No
"Prasad Exotica,Kankurgachi, Kolkata","6 BHK Flat for sale in Kankurgachi, Kolkata",₹2.2 Cr,"Prasad Exotica,Kankurgachi, Kolkata",2657,8280,4,Yes
"Bandhabnagar, South Dum Dum,Kolkata","4 BHK Independent House for sale in South Dum Dum, Kolkata",₹90.0 L,"Bandhabnagar, South Dum Dum,Kolkata",900,10000,3,No
"shiri Ganesh bulldi,Rajendra Prasad Colony, Tollygunge,Kolkata","3 BHK Flat for sale in Tollygunge, Kolkata",₹1.0 Cr,"shiri Ganesh bulldi,Rajendra Prasad Colony, Tollygunge,Kolkata",1200,8330,3,Yes
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹24.92 L,"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",712,3500,2,No
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata","3 RK Flat for sale in Narendrapur, Kolkata",₹34.3 L,"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",980,3500,3,Yes
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹24.92 L,"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",712,3500,2,Yes
"Vatika Appts ,Bata Colony, Behala Chowrasta,Kolkata","2 BHK Flat for sale in Behala Chowrasta, Kolkata",₹45.0 L,"Vatika Appts ,Bata Colony, Behala Chowrasta,Kolkata",1020,4410,3,Yes
"Appartment ,Durganagar, North Dum Dum,Kolkata","2 BHK Flat for sale in North Dum Dum, Kolkata",₹26.0 L,"Appartment ,Durganagar, North Dum Dum,Kolkata",710,3660,2,No
"K D Abasan,Rabindrapally, Bramhapur,Kolkata","1 BHK Flat for sale in Bramhapur, Kolkata",₹14.0 L,"K D Abasan,Rabindrapally, Bramhapur,Kolkata",550,2540,2,No
"Swapnamanjil,Adipally, Santoshpur,Kolkata","2 BHK Flat for sale in Santoshpur, Kolkata",₹32.0 L,"Swapnamanjil,Adipally, Santoshpur,Kolkata",970,3300,3,No
Milan apartment,"2 BHK Flat for sale in Dum Dum, Kolkata",₹30.0 L,"Rajbari, Dum Dum,Kolkata",900,3330,3,No
Nivedita Apartment,"2 BHK Flat for sale in Narendrapur, Kolkata",₹25.0 L,"Ramchandrapur, Narendrapur,Kolkata",750,3330,2,No
Labanya Apartment,"2 BHK Flat for sale in Kamardanga, Kolkata",₹28.0 L,"Kamardanga, Kolkata",752,3720,2,No
"Adipally, Santoshpur,Kolkata","2 BHK Flat for sale in Santoshpur, Kolkata",₹27.0 L,"Adipally, Santoshpur,Kolkata",735,3670,2,No
"Bansdroni Park, Ward No 113,Kolkata","2 BHK Flat for sale in Ward No 113, Kolkata",₹24.0 L,"Bansdroni Park, Ward No 113,Kolkata",760,3160,2,Yes
Golf Green Urban Complex,"2 BHK Flat for sale in Golf Green, Kolkata",₹75.0 L,"Golf Green, Kolkata",1100,6820,3,Yes
Akashdeep Apartment,"2 BHK Flat for sale in Santoshpur, Kolkata",₹30.0 L,"New Santoshpur, Santoshpur,Kolkata",600,5000,2,No
Magnolia Oxygen,"2 BHK Flat for sale in Rajarhat, Kolkata",₹50.0 L,"Rajarhat, Kolkata",992,5040,3,Yes
Biswanath Apartment,"1 BHK Flat for sale in Baguiati, Kolkata",₹19.0 L,"Desh Bandhu Nagar, Baguiati,Kolkata",600,3170,2,Yes
"Utthan 2,Chinar Park, Kolkata","3 BHK Flat for sale in Chinar Park, Kolkata",₹1.5 Cr,"Utthan 2,Chinar Park, Kolkata",1560,9620,3,No
Ambuja Upohar The Condoville,"1 BHK Flat for sale in Pancha Sayar, Kolkata",₹30.0 L,"Pancha Sayar, Kolkata",600,5000,2,No
"Kankurgachi, Kolkata","6 BHK Flat for sale in Kankurgachi, Kolkata",₹2.2 Cr,"Kankurgachi, Kolkata",2800,7860,4,Yes
"Kabardanga, Kolkata","3 BHK Flat for sale in Kabardanga, Kolkata",₹40.0 L,"Kabardanga, Kolkata",1150,3480,3,Yes
"Hatiara, Rajarhat,Kolkata","3 BHK Villa for sale in Rajarhat, Kolkata",₹45.0 L,"Hatiara, Rajarhat,Kolkata",1000,4500,3,No
"IDEAL IMPERIAL ,Nivedita Colony, Patipukur,Kolkata","2 BHK Flat for sale in Patipukur, Kolkata",₹42.0 L,"IDEAL IMPERIAL ,Nivedita Colony, Patipukur,Kolkata",1085,3870,3,No
Magnolia Skyview,"2 BHK Flat for sale in Omarhati, Kolkata",₹45.0 L,"Omarhati, Kolkata",982,4580,3,No
Magnolia Skyview,"2 BHK Flat for sale in Omarhati, Kolkata",₹45.0 L,"Omarhati, Kolkata",981,4590,3,No
Atri Green Valley,"3 BHK Flat for sale in Narendrapur, Kolkata",₹39.0 L,"Dakshin Jagatdal, Narendrapur,Kolkata",1160,3360,3,Yes
"sucasa green,Ramchandrapur, Kolkata","2 BHK Flat for sale in Ramchandrapur, Kolkata",₹33.5 L,"sucasa green,Ramchandrapur, Kolkata",916,3660,3,Yes
DC Subarna Bhoomi,"1 BHK Flat for sale in Kamardanga, Kolkata",₹22.0 L,"Kamardanga, Kolkata",440,5000,2,No
Nirmala Apartment,"1 BHK Flat for sale in Hridaypur, Kolkata",₹18.0 L,"Ramkrishnapally, Hridaypur,Kolkata",459,3920,2,Yes
Digi Grand,"2 BHK Flat for sale in Nimta, Kolkata",₹28.0 L,"Alipore, Nimta,Kolkata",698,4010,2,No
Anurag Abasan,"2 BHK Flat for sale in Tala, Kolkata",₹41.0 L,"Tala, Kolkata",900,4550,3,Yes
Vinayak Cosmopolis,"1 BHK Flat for sale in New Garia, Kolkata",₹35.0 L,"New Garia, Kolkata",651,5380,2,Yes
Vedic IVY Greens,"2 BHK Flat for sale in Vedic Village, Kolkata",₹45.0 L,"Vedic Village, Kolkata",1090,4130,3,Yes
Saraswati Apartment,"3 BHK Flat for sale in Ward No 113, Kolkata",₹60.0 L,"Sonali Park, Ward No 113,Kolkata",1245,4820,3,No
Triveni Apartment,"2 BHK Flat for sale in Patipukur, Kolkata",₹32.0 L,"Patipukur, Kolkata",720,4440,2,Yes
"Emboss aaloy, Harinavi,Kolkata","2 BHK Flat for sale in Harinavi, Kolkata",₹23.0 L,"Emboss aaloy, Harinavi,Kolkata",920,2500,3,No
PS Elixir,"3 BHK Flat for sale in Beniapukur, Kolkata",₹2.05 Cr,"Beniapukur, Kolkata",1800,11390,3,Yes
"Swamiji Housing Society,Ghoshpara, Patipukur,Kolkata","2 BHK Flat for sale in Patipukur, Kolkata",₹35.0 L,"Swamiji Housing Society,Ghoshpara, Patipukur,Kolkata",1035,3380,3,No
"Kalitala housing,Kalitala, Ward No 113,Kolkata","3 BHK Flat for sale in Ward No 113, Kolkata",₹30.0 L,"Kalitala housing,Kalitala, Ward No 113,Kolkata",730,4110,2,Yes
Merlin Warden Lakeview,"3 BHK Flat for sale in Ultadanga, Kolkata",₹1.24 Cr,"Murari Pukur, Ultadanga,Kolkata",1383,8970,3,Yes
Merlin Warden Lakeview,"3 BHK Flat for sale in Ultadanga, Kolkata",₹1.2 Cr,"Murari Pukur, Ultadanga,Kolkata",1383,8680,3,No
"Adhinath Apartment,Shreebhumi, Lake Town,Kolkata","3 BHK Flat for sale in Lake Town, Kolkata",₹42.0 L,"Adhinath Apartment,Shreebhumi, Lake Town,Kolkata",1026,4090,3,Yes
Mina Apartment,"1 BHK Flat for sale in Netaji Nagar, Kolkata",₹17.0 L,"Netaji Nagar, Kolkata",500,3400,2,No
Fortune Township,"2 BHK Flat for sale in Barasat, Kolkata",₹40.0 L,"Barasat, Kolkata",1082,3700,3,No
Niharika,"1 BHK Flat for sale in Dunlop, Kolkata",₹15.0 L,"Bonhooghly on BT Road, Dunlop,Kolkata",350,4290,1,No
MBPS Waterview,"3 BHK Flat for sale in Malancha Mahi Nagar, Kolkata",₹38.0 L,"Malancha Mahi Nagar, Kolkata",1094,3470,3,Yes
"Lal Garh Colony, South Dum Dum,Kolkata","6 BHK Independent House for sale in South Dum Dum, Kolkata",₹1.41 Cr,"Lal Garh Colony, South Dum Dum,Kolkata",4320,3260,5,Yes
"Khudiram Pally, Kalagachhia,Kolkata","4 BHK Independent House for sale in Kalagachhia, Kolkata",₹70.0 L,"Khudiram Pally, Kalagachhia,Kolkata",2000,3500,2,Yes
"Himachal Club,Azadgarh, Regent Park,Kolkata","1 BHK Flat for sale in Regent Park, Kolkata",₹17.0 L,"Himachal Club,Azadgarh, Regent Park,Kolkata",510,3330,2,No
Mayfair Twins,"3 BHK Flat for sale in Kalikapur, Kolkata",₹86.0 L,"Kalikapur, Kolkata",1540,5580,3,Yes
"Dipti Kana,Purbachal, Nabapally,Kolkata","2 BHK Flat for sale in Nabapally, Kolkata",₹38.0 L,"Dipti Kana,Purbachal, Nabapally,Kolkata",950,4000,3,Yes
BCT Sonar Sansar,"1 BHK Flat for sale in Sonarpur, Kolkata",₹33.0 L,"Sonarpur, Kolkata",649,5080,2,Yes
Indu Apartment,"1 BHK Flat for sale in Baguiati, Kolkata",₹16.0 L,"Jyangra, Baguiati,Kolkata",500,3200,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata","1 BHK Flat for sale in Dum Dum Cantonment, Kolkata",₹24.5 L,"Rajbari, Dum Dum Cantonment,Kolkata",675,3630,2,Yes
"Rajendra Prasad Colony, Tollygunge,Kolkata","10 BHK Independent House for sale in Tollygunge, Kolkata",₹3.0 Cr,"Rajendra Prasad Colony, Tollygunge,Kolkata",1500,20000,3,No
Dakshinayan,"3 BHK Flat for sale in Bijoygarh, Kolkata",₹68.0 L,"Bijoygarh, Kolkata",1028,6610,3,Yes
"Green Huts,Kusum Kanan, Garia,Kolkata","3 BHK Flat for sale in Garia, Kolkata",₹70.0 L,"Green Huts,Kusum Kanan, Garia,Kolkata",1435,4880,3,Yes
"Vph aastha,Belgachia, Kolkata","2 BHK Flat for sale in Belgachia, Kolkata",₹50.0 L,"Vph aastha,Belgachia, Kolkata",592,8450,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata","4 BHK Independent House for sale in Dum Dum Cantonment, Kolkata",₹1.0 Cr,"Rajbari, Dum Dum Cantonment,Kolkata",1250,8000,3,Yes
"VPH AASTHA,Belgachia, Kolkata","2 BHK Flat for sale in Belgachia, Kolkata",₹50.0 L,"VPH AASTHA,Belgachia, Kolkata",585,8550,2,No
"Society ,Emboss aaloy, Harinavi,Kolkata","2 BHK Flat for sale in Harinavi, Kolkata",₹26.0 L,"Society ,Emboss aaloy, Harinavi,Kolkata",823,3160,3,Yes
Spotlight Rainbow Phase II,"3 BHK Flat for sale in Madhyamgram, Kolkata",₹32.0 L,"Vivekananda Nagar, Madhyamgram,Kolkata",1077,2970,3,Yes
"Lake Gardens, Kolkata","2 BHK Flat for sale in Lake Gardens, Kolkata",₹50.0 L,"Lake Gardens, Kolkata",650,7690,2,Yes
"Greater Bakul Bithi, Thakurpukur,Kolkata","4 BHK Independent House for sale in Thakurpukur, Kolkata",₹69.0 L,"Greater Bakul Bithi, Thakurpukur,Kolkata",2500,2760,4,Yes
"Parnasree, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹21.0 L,"Parnasree, Behala,Kolkata",600,3500,2,Yes
"Benu Aparment,Bagmari, Kolkata","2 BHK Flat for sale in Bagmari, Kolkata",₹52.0 L,"Benu Aparment,Bagmari, Kolkata",826,6290,3,No
"KISHORE NILAY,New Garia, Kolkata","2 BHK Flat for sale in New Garia, Kolkata",₹49.0 L,"KISHORE NILAY,New Garia, Kolkata",924,5300,3,Yes
"Bagha Jatin Pally, Baghajatin,Kolkata","2 BHK Flat for sale in Baghajatin, Kolkata",₹22.5 L,"Bagha Jatin Pally, Baghajatin,Kolkata",680,3310,2,Yes
"Fariapukur, Shyambazar,Kolkata","3 BHK Flat for sale in Shyambazar, Kolkata",₹85.0 L,"Fariapukur, Shyambazar,Kolkata",1354,6280,3,Yes
"Ashirbad appartment ,Gandhi Colony, Netaji Nagar,Kolkata","2 BHK Flat for sale in Netaji Nagar, Kolkata",₹35.0 L,"Ashirbad appartment ,Gandhi Colony, Netaji Nagar,Kolkata",900,3890,3,Yes
"Mani Andaman socity,Fort William, Hastings,Kolkata","3 BHK Flat for sale in Hastings, Kolkata",₹2.1 Cr,"Mani Andaman socity,Fort William, Hastings,Kolkata",1925,10910,3,Yes
"Pratyusha apartment,Khalisha Kota, Birati,Kolkata","1 BHK Flat for sale in Birati, Kolkata",₹27.5 L,"Pratyusha apartment,Khalisha Kota, Birati,Kolkata",956,2880,3,No
"Sajdeep Apartments,Shreebhumi, Lake Town,Kolkata","2 BHK Flat for sale in Lake Town, Kolkata",₹45.0 L,"Sajdeep Apartments,Shreebhumi, Lake Town,Kolkata",895,5030,3,No
Rajwada Altitude,"3 BHK Flat for sale in Garia, Kolkata",₹85.0 L,"Fartabad, Garia,Kolkata",1424,5970,3,Yes
3 Madurdaha Road,"3 BHK Flat for sale in Hussainpur, Kolkata",₹41.0 L,"Madurdaha, Hussainpur,Kolkata",915,4480,3,Yes
"Indu Apartment ,Sukanta Pally, Baguiati,Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹26.0 L,"Indu Apartment ,Sukanta Pally, Baguiati,Kolkata",700,3710,2,Yes
"Baguiati, Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹32.0 L,"Baguiati, Kolkata",1000,3200,3,No
Siddha Eden Lakeville,"3 BHK Flat for sale in Kankurgachi, Kolkata",₹81.0 L,"Kankurgachi, Kolkata",1155,7010,3,Yes
"Talbanda, Kolkata","2 BHK Flat for sale in Talbanda, Kolkata",₹26.5 L,"Talbanda, Kolkata",850,3120,3,No
Eden Richmond Park,"1 BHK Flat for sale in Malancha Mahi Nagar, Kolkata",₹15.5 L,"Kodalla, Malancha Mahi Nagar,Kolkata",441,3510,2,Yes
"Labanya Bhawan,Regent Estate, Bijoygarh,Kolkata","2 BHK Flat for sale in Bijoygarh, Kolkata",₹23.0 L,"Labanya Bhawan,Regent Estate, Bijoygarh,Kolkata",660,3480,2,No
"Purba Barisha, Kolkata","6 BHK Independent House for sale in Purba Barisha, Kolkata",₹75.0 L,"Purba Barisha, Kolkata",3300,2270,1,Yes
"Narkeldanga, Kolkata","2 BHK Flat for sale in Narkeldanga, Kolkata",₹54.0 L,"Narkeldanga, Kolkata",1005,5370,3,No
"Baghbazar, Kolkata","2 BHK Flat for sale in Baghbazar, Kolkata",₹55.5 L,"Baghbazar, Kolkata",1150,4830,3,No
